"date_test" "Background" "Allele" "Sex" "Fly" "receptor" "Sugar_before_salt" "PERA_group" "used_wt_2x" "salt_conc" "salt_type" "subject" "time" "PER" "tastant"
"sde3_sam_f_5.23_y_10_100_tars.2" "5.23" "sam" "sde3" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_sam_f_5.23_y_10_100_tars" 2 0 "Sugar"
"sde3_sam_f_5.23_y_10_100_tars.3" "5.23" "sam" "sde3" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_sam_f_5.23_y_10_100_tars" 3 0 "Salt"
"sde3_sam_f_5.23_y_10_100_tars.4" "5.23" "sam" "sde3" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_sam_f_5.23_y_10_100_tars" 4 0 "H2O"
"sde3_sam_f_5.23_y_10_100_tars.5" "5.23" "sam" "sde3" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_sam_f_5.23_y_10_100_tars" 5 0 "Sugar"
"sde3_sam_f_5.23_y_10_100_tars.6" "5.23" "sam" "sde3" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_sam_f_5.23_y_10_100_tars" 6 0 "Salt"
"sde3_sam_f_5.23_y_10_100_tars.7" "5.23" "sam" "sde3" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_sam_f_5.23_y_10_100_tars" 7 0 "H2O"
"wt_sam_f_5.23_y_10_100_tars.1" "5.23" "sam" "wt" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_sam_f_5.23_y_10_100_tars" 1 0 "H2O"
"wt_sam_f_5.23_y_10_100_tars.2" "5.23" "sam" "wt" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_sam_f_5.23_y_10_100_tars" 2 0 "Sugar"
"wt_sam_f_5.23_y_10_100_tars.3" "5.23" "sam" "wt" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_sam_f_5.23_y_10_100_tars" 3 0 "Salt"
"wt_sam_f_5.23_y_10_100_tars.4" "5.23" "sam" "wt" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_sam_f_5.23_y_10_100_tars" 4 0 "H2O"
"wt_sam_f_5.23_y_10_100_tars.5" "5.23" "sam" "wt" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_sam_f_5.23_y_10_100_tars" 5 1 "Sugar"
"wt_sam_f_5.23_y_10_100_tars.6" "5.23" "sam" "wt" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_sam_f_5.23_y_10_100_tars" 6 0 "Salt"
"wt_sam_f_5.23_y_10_100_tars.7" "5.23" "sam" "wt" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_sam_f_5.23_y_10_100_tars" 7 0 "H2O"
"sde3_ore_m_5.23_y_10_100_tars.1" "5.23" "ore" "sde3" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_ore_m_5.23_y_10_100_tars" 1 0 "H2O"
"sde3_ore_m_5.23_y_10_100_tars.2" "5.23" "ore" "sde3" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_ore_m_5.23_y_10_100_tars" 2 1 "Sugar"
"sde3_ore_m_5.23_y_10_100_tars.3" "5.23" "ore" "sde3" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_ore_m_5.23_y_10_100_tars" 3 0 "Salt"
"sde3_ore_m_5.23_y_10_100_tars.4" "5.23" "ore" "sde3" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_ore_m_5.23_y_10_100_tars" 4 0 "H2O"
"sde3_ore_m_5.23_y_10_100_tars.5" "5.23" "ore" "sde3" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_ore_m_5.23_y_10_100_tars" 5 1 "Sugar"
"sde3_ore_m_5.23_y_10_100_tars.6" "5.23" "ore" "sde3" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_ore_m_5.23_y_10_100_tars" 6 0 "Salt"
"sde3_ore_m_5.23_y_10_100_tars.7" "5.23" "ore" "sde3" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_ore_m_5.23_y_10_100_tars" 7 0 "H2O"
"wt_ore_m_5.23_y_10_100_tars.1" "5.23" "ore" "wt" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_ore_m_5.23_y_10_100_tars" 1 0 "H2O"
"wt_ore_m_5.23_y_10_100_tars.2" "5.23" "ore" "wt" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_ore_m_5.23_y_10_100_tars" 2 0 "Sugar"
"wt_ore_m_5.23_y_10_100_tars.3" "5.23" "ore" "wt" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_ore_m_5.23_y_10_100_tars" 3 0 "Salt"
"wt_ore_m_5.23_y_10_100_tars.4" "5.23" "ore" "wt" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_ore_m_5.23_y_10_100_tars" 4 0 "H2O"
"wt_ore_m_5.23_y_10_100_tars.5" "5.23" "ore" "wt" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_ore_m_5.23_y_10_100_tars" 5 1 "Sugar"
"wt_ore_m_5.23_y_10_100_tars.6" "5.23" "ore" "wt" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_ore_m_5.23_y_10_100_tars" 6 0 "Salt"
"wt_ore_m_5.23_y_10_100_tars.7" "5.23" "ore" "wt" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_ore_m_5.23_y_10_100_tars" 7 0 "H2O"
"sde3_sam_m_5.23_y_10_100_tars.1" "5.23" "sam" "sde3" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_sam_m_5.23_y_10_100_tars" 1 0 "H2O"
"sde3_sam_m_5.23_y_10_100_tars.2" "5.23" "sam" "sde3" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_sam_m_5.23_y_10_100_tars" 2 1 "Sugar"
"sde3_sam_m_5.23_y_10_100_tars.3" "5.23" "sam" "sde3" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_sam_m_5.23_y_10_100_tars" 3 0 "Salt"
"sde3_sam_m_5.23_y_10_100_tars.4" "5.23" "sam" "sde3" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_sam_m_5.23_y_10_100_tars" 4 0 "H2O"
"sde3_sam_m_5.23_y_10_100_tars.5" "5.23" "sam" "sde3" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_sam_m_5.23_y_10_100_tars" 5 1 "Sugar"
"sde3_sam_m_5.23_y_10_100_tars.6" "5.23" "sam" "sde3" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_sam_m_5.23_y_10_100_tars" 6 0 "Salt"
"sde3_sam_m_5.23_y_10_100_tars.7" "5.23" "sam" "sde3" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_sam_m_5.23_y_10_100_tars" 7 0 "H2O"
"wt_sam_m_5.23_y_10_100_tars.1" "5.23" "sam" "wt" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_sam_m_5.23_y_10_100_tars" 1 0 "H2O"
"wt_sam_m_5.23_y_10_100_tars.2" "5.23" "sam" "wt" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_sam_m_5.23_y_10_100_tars" 2 1 "Sugar"
"wt_sam_m_5.23_y_10_100_tars.3" "5.23" "sam" "wt" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_sam_m_5.23_y_10_100_tars" 3 0 "Salt"
"wt_sam_m_5.23_y_10_100_tars.4" "5.23" "sam" "wt" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_sam_m_5.23_y_10_100_tars" 4 0 "H2O"
"wt_sam_m_5.23_y_10_100_tars.5" "5.23" "sam" "wt" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_sam_m_5.23_y_10_100_tars" 5 1 "Sugar"
"wt_sam_m_5.23_y_10_100_tars.6" "5.23" "sam" "wt" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_sam_m_5.23_y_10_100_tars" 6 0 "Salt"
"wt_sam_m_5.23_y_10_100_tars.7" "5.23" "sam" "wt" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_sam_m_5.23_y_10_100_tars" 7 0 "H2O"
"wt_ore_f_5.31_y_10_100_tars.1" "5.31" "ore" "wt" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_ore_f_5.31_y_10_100_tars" 1 0 "H2O"
"wt_ore_f_5.31_y_10_100_tars.2" "5.31" "ore" "wt" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_ore_f_5.31_y_10_100_tars" 2 0 "Sugar"
"wt_ore_f_5.31_y_10_100_tars.3" "5.31" "ore" "wt" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_ore_f_5.31_y_10_100_tars" 3 0 "Salt"
"wt_ore_f_5.31_y_10_100_tars.4" "5.31" "ore" "wt" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_ore_f_5.31_y_10_100_tars" 4 0 "H2O"
"wt_ore_f_5.31_y_10_100_tars.5" "5.31" "ore" "wt" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_ore_f_5.31_y_10_100_tars" 5 0 "Sugar"
"wt_ore_f_5.31_y_10_100_tars.6" "5.31" "ore" "wt" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_ore_f_5.31_y_10_100_tars" 6 0 "Salt"
"wt_ore_f_5.31_y_10_100_tars.7" "5.31" "ore" "wt" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_ore_f_5.31_y_10_100_tars" 7 0 "H2O"
"sde3_sam_f_5.31_y_10_100_tars.1" "5.31" "sam" "sde3" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_sam_f_5.31_y_10_100_tars" 1 0 "H2O"
"sde3_sam_f_5.31_y_10_100_tars.2" "5.31" "sam" "sde3" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_sam_f_5.31_y_10_100_tars" 2 0 "Sugar"
"sde3_sam_f_5.31_y_10_100_tars.3" "5.31" "sam" "sde3" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_sam_f_5.31_y_10_100_tars" 3 0 "Salt"
"sde3_sam_f_5.31_y_10_100_tars.4" "5.31" "sam" "sde3" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_sam_f_5.31_y_10_100_tars" 4 0 "H2O"
"sde3_sam_f_5.31_y_10_100_tars.5" "5.31" "sam" "sde3" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_sam_f_5.31_y_10_100_tars" 5 0 "Sugar"
"sde3_sam_f_5.31_y_10_100_tars.6" "5.31" "sam" "sde3" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_sam_f_5.31_y_10_100_tars" 6 0 "Salt"
"sde3_sam_f_5.31_y_10_100_tars.7" "5.31" "sam" "sde3" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_sam_f_5.31_y_10_100_tars" 7 0 "H2O"
"wt_sam_f_5.31_y_10_100_tars.1" "5.31" "sam" "wt" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_sam_f_5.31_y_10_100_tars" 1 0 "H2O"
"wt_sam_f_5.31_y_10_100_tars.2" "5.31" "sam" "wt" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_sam_f_5.31_y_10_100_tars" 2 0 "Sugar"
"wt_sam_f_5.31_y_10_100_tars.3" "5.31" "sam" "wt" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_sam_f_5.31_y_10_100_tars" 3 0 "Salt"
"wt_sam_f_5.31_y_10_100_tars.4" "5.31" "sam" "wt" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_sam_f_5.31_y_10_100_tars" 4 0 "H2O"
"wt_sam_f_5.31_y_10_100_tars.5" "5.31" "sam" "wt" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_sam_f_5.31_y_10_100_tars" 5 0 "Sugar"
"wt_sam_f_5.31_y_10_100_tars.6" "5.31" "sam" "wt" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_sam_f_5.31_y_10_100_tars" 6 0 "Salt"
"wt_sam_f_5.31_y_10_100_tars.7" "5.31" "sam" "wt" "f" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_sam_f_5.31_y_10_100_tars" 7 0 "H2O"
"sde3_ore_m_5.31_y_10_100_tars.1" "5.31" "ore" "sde3" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_ore_m_5.31_y_10_100_tars" 1 0 "H2O"
"sde3_ore_m_5.31_y_10_100_tars.2" "5.31" "ore" "sde3" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_ore_m_5.31_y_10_100_tars" 2 0 "Sugar"
"sde3_ore_m_5.31_y_10_100_tars.3" "5.31" "ore" "sde3" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_ore_m_5.31_y_10_100_tars" 3 0 "Salt"
"sde3_ore_m_5.31_y_10_100_tars.4" "5.31" "ore" "sde3" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_ore_m_5.31_y_10_100_tars" 4 0 "H2O"
"sde3_ore_m_5.31_y_10_100_tars.5" "5.31" "ore" "sde3" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_ore_m_5.31_y_10_100_tars" 5 0 "Sugar"
"sde3_ore_m_5.31_y_10_100_tars.6" "5.31" "ore" "sde3" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_ore_m_5.31_y_10_100_tars" 6 0 "Salt"
"sde3_ore_m_5.31_y_10_100_tars.7" "5.31" "ore" "sde3" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_ore_m_5.31_y_10_100_tars" 7 0 "H2O"
"wt_ore_m_5.31_y_10_100_tars.1" "5.31" "ore" "wt" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_ore_m_5.31_y_10_100_tars" 1 0 "H2O"
"wt_ore_m_5.31_y_10_100_tars.2" "5.31" "ore" "wt" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_ore_m_5.31_y_10_100_tars" 2 0 "Sugar"
"wt_ore_m_5.31_y_10_100_tars.3" "5.31" "ore" "wt" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_ore_m_5.31_y_10_100_tars" 3 0 "Salt"
"wt_ore_m_5.31_y_10_100_tars.4" "5.31" "ore" "wt" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_ore_m_5.31_y_10_100_tars" 4 0 "H2O"
"wt_ore_m_5.31_y_10_100_tars.5" "5.31" "ore" "wt" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_ore_m_5.31_y_10_100_tars" 5 0 "Sugar"
"wt_ore_m_5.31_y_10_100_tars.6" "5.31" "ore" "wt" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_ore_m_5.31_y_10_100_tars" 6 0 "Salt"
"wt_ore_m_5.31_y_10_100_tars.7" "5.31" "ore" "wt" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_ore_m_5.31_y_10_100_tars" 7 0 "H2O"
"sde3_sam_m_5.31_y_10_100_tars.1" "5.31" "sam" "sde3" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_sam_m_5.31_y_10_100_tars" 1 0 "H2O"
"sde3_sam_m_5.31_y_10_100_tars.2" "5.31" "sam" "sde3" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_sam_m_5.31_y_10_100_tars" 2 0 "Sugar"
"sde3_sam_m_5.31_y_10_100_tars.3" "5.31" "sam" "sde3" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_sam_m_5.31_y_10_100_tars" 3 0 "Salt"
"sde3_sam_m_5.31_y_10_100_tars.4" "5.31" "sam" "sde3" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_sam_m_5.31_y_10_100_tars" 4 0 "H2O"
"sde3_sam_m_5.31_y_10_100_tars.5" "5.31" "sam" "sde3" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_sam_m_5.31_y_10_100_tars" 5 0 "Sugar"
"sde3_sam_m_5.31_y_10_100_tars.6" "5.31" "sam" "sde3" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_sam_m_5.31_y_10_100_tars" 6 0 "Salt"
"sde3_sam_m_5.31_y_10_100_tars.7" "5.31" "sam" "sde3" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "sde3_sam_m_5.31_y_10_100_tars" 7 0 "H2O"
"wt_sam_m_5.31_y_10_100_tars.1" "5.31" "sam" "wt" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_sam_m_5.31_y_10_100_tars" 1 0 "H2O"
"wt_sam_m_5.31_y_10_100_tars.2" "5.31" "sam" "wt" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_sam_m_5.31_y_10_100_tars" 2 0 "Sugar"
"wt_sam_m_5.31_y_10_100_tars.3" "5.31" "sam" "wt" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_sam_m_5.31_y_10_100_tars" 3 0 "Salt"
"wt_sam_m_5.31_y_10_100_tars.4" "5.31" "sam" "wt" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_sam_m_5.31_y_10_100_tars" 4 0 "H2O"
"wt_sam_m_5.31_y_10_100_tars.5" "5.31" "sam" "wt" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_sam_m_5.31_y_10_100_tars" 5 0 "Sugar"
"wt_sam_m_5.31_y_10_100_tars.6" "5.31" "sam" "wt" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_sam_m_5.31_y_10_100_tars" 6 0 "Salt"
"wt_sam_m_5.31_y_10_100_tars.7" "5.31" "sam" "wt" "m" 10 "tars" "y" "e3" "n" 100 "NaCl" "wt_sam_m_5.31_y_10_100_tars" 7 0 "H2O"
"wt_sam_f_6.06_y_10_100_tars.1" "6.06" "sam" "wt" "f" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_f_6.06_y_10_100_tars" 1 0 "H2O"
"wt_sam_f_6.06_y_10_100_tars.2" "6.06" "sam" "wt" "f" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_f_6.06_y_10_100_tars" 2 0 "Sugar"
"wt_sam_f_6.06_y_10_100_tars.3" "6.06" "sam" "wt" "f" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_f_6.06_y_10_100_tars" 3 0 "Salt"
"wt_sam_f_6.06_y_10_100_tars.4" "6.06" "sam" "wt" "f" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_f_6.06_y_10_100_tars" 4 0 "H2O"
"wt_sam_f_6.06_y_10_100_tars.5" "6.06" "sam" "wt" "f" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_f_6.06_y_10_100_tars" 5 0 "Sugar"
"wt_sam_f_6.06_y_10_100_tars.6" "6.06" "sam" "wt" "f" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_f_6.06_y_10_100_tars" 6 0 "Salt"
"wt_sam_f_6.06_y_10_100_tars.7" "6.06" "sam" "wt" "f" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_f_6.06_y_10_100_tars" 7 0 "H2O"
"wt_sam_m_6.06_y_10_100_tars.1" "6.06" "sam" "wt" "m" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_m_6.06_y_10_100_tars" 1 0 "H2O"
"wt_sam_m_6.06_y_10_100_tars.2" "6.06" "sam" "wt" "m" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_m_6.06_y_10_100_tars" 2 1 "Sugar"
"wt_sam_m_6.06_y_10_100_tars.3" "6.06" "sam" "wt" "m" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_m_6.06_y_10_100_tars" 3 0 "Salt"
"wt_sam_m_6.06_y_10_100_tars.4" "6.06" "sam" "wt" "m" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_m_6.06_y_10_100_tars" 4 0 "H2O"
"wt_sam_m_6.06_y_10_100_tars.5" "6.06" "sam" "wt" "m" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_m_6.06_y_10_100_tars" 5 1 "Sugar"
"wt_sam_m_6.06_y_10_100_tars.6" "6.06" "sam" "wt" "m" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_m_6.06_y_10_100_tars" 6 0 "Salt"
"wt_sam_m_6.06_y_10_100_tars.7" "6.06" "sam" "wt" "m" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_m_6.06_y_10_100_tars" 7 0 "H2O"
"etx4_sam_f_6.13_y_10_100_tars.1" "6.13" "sam" "etx4" "f" 10 "tars" "y" "etx4" "n" 100 "NaCl" "etx4_sam_f_6.13_y_10_100_tars" 1 0 "H2O"
"etx4_sam_f_6.13_y_10_100_tars.2" "6.13" "sam" "etx4" "f" 10 "tars" "y" "etx4" "n" 100 "NaCl" "etx4_sam_f_6.13_y_10_100_tars" 2 0 "Sugar"
"etx4_sam_f_6.13_y_10_100_tars.3" "6.13" "sam" "etx4" "f" 10 "tars" "y" "etx4" "n" 100 "NaCl" "etx4_sam_f_6.13_y_10_100_tars" 3 0 "Salt"
"etx4_sam_f_6.13_y_10_100_tars.4" "6.13" "sam" "etx4" "f" 10 "tars" "y" "etx4" "n" 100 "NaCl" "etx4_sam_f_6.13_y_10_100_tars" 4 0 "H2O"
"etx4_sam_f_6.13_y_10_100_tars.5" "6.13" "sam" "etx4" "f" 10 "tars" "y" "etx4" "n" 100 "NaCl" "etx4_sam_f_6.13_y_10_100_tars" 5 0 "Sugar"
"etx4_sam_f_6.13_y_10_100_tars.6" "6.13" "sam" "etx4" "f" 10 "tars" "y" "etx4" "n" 100 "NaCl" "etx4_sam_f_6.13_y_10_100_tars" 6 0 "Salt"
"etx4_sam_f_6.13_y_10_100_tars.7" "6.13" "sam" "etx4" "f" 10 "tars" "y" "etx4" "n" 100 "NaCl" "etx4_sam_f_6.13_y_10_100_tars" 7 0 "H2O"
"wt_sam_f_6.13_y_10_100_tars.1" "6.13" "sam" "wt" "f" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_f_6.13_y_10_100_tars" 1 0 "H2O"
"wt_sam_f_6.13_y_10_100_tars.2" "6.13" "sam" "wt" "f" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_f_6.13_y_10_100_tars" 2 0 "Sugar"
"wt_sam_f_6.13_y_10_100_tars.3" "6.13" "sam" "wt" "f" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_f_6.13_y_10_100_tars" 3 0 "Salt"
"wt_sam_f_6.13_y_10_100_tars.4" "6.13" "sam" "wt" "f" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_f_6.13_y_10_100_tars" 4 0 "H2O"
"wt_sam_f_6.13_y_10_100_tars.5" "6.13" "sam" "wt" "f" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_f_6.13_y_10_100_tars" 5 0 "Sugar"
"wt_sam_f_6.13_y_10_100_tars.6" "6.13" "sam" "wt" "f" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_f_6.13_y_10_100_tars" 6 0 "Salt"
"wt_sam_f_6.13_y_10_100_tars.7" "6.13" "sam" "wt" "f" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_f_6.13_y_10_100_tars" 7 0 "H2O"
"wt_sam_m_6.13_y_10_100_tars.1" "6.13" "sam" "wt" "m" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_m_6.13_y_10_100_tars" 1 0 "H2O"
"wt_sam_m_6.13_y_10_100_tars.2" "6.13" "sam" "wt" "m" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_m_6.13_y_10_100_tars" 2 1 "Sugar"
"wt_sam_m_6.13_y_10_100_tars.3" "6.13" "sam" "wt" "m" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_m_6.13_y_10_100_tars" 3 0 "Salt"
"wt_sam_m_6.13_y_10_100_tars.4" "6.13" "sam" "wt" "m" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_m_6.13_y_10_100_tars" 4 0 "H2O"
"wt_sam_m_6.13_y_10_100_tars.5" "6.13" "sam" "wt" "m" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_m_6.13_y_10_100_tars" 5 1 "Sugar"
"wt_sam_m_6.13_y_10_100_tars.6" "6.13" "sam" "wt" "m" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_m_6.13_y_10_100_tars" 6 0 "Salt"
"wt_sam_m_6.13_y_10_100_tars.7" "6.13" "sam" "wt" "m" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_m_6.13_y_10_100_tars" 7 0 "H2O"
"wt_sam_f_6.2_y_10_100_tars.1" "6.2" "sam" "wt" "f" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_f_6.2_y_10_100_tars" 1 0 "H2O"
"wt_sam_f_6.2_y_10_100_tars.2" "6.2" "sam" "wt" "f" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_f_6.2_y_10_100_tars" 2 0 "Sugar"
"wt_sam_f_6.2_y_10_100_tars.3" "6.2" "sam" "wt" "f" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_f_6.2_y_10_100_tars" 3 0 "Salt"
"wt_sam_f_6.2_y_10_100_tars.4" "6.2" "sam" "wt" "f" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_f_6.2_y_10_100_tars" 4 0 "H2O"
"wt_sam_f_6.2_y_10_100_tars.5" "6.2" "sam" "wt" "f" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_f_6.2_y_10_100_tars" 5 0 "Sugar"
"wt_sam_f_6.2_y_10_100_tars.6" "6.2" "sam" "wt" "f" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_f_6.2_y_10_100_tars" 6 0 "Salt"
"wt_sam_f_6.2_y_10_100_tars.7" "6.2" "sam" "wt" "f" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_f_6.2_y_10_100_tars" 7 0 "H2O"
"wt_sam_m_6.2_y_10_100_tars.1" "6.2" "sam" "wt" "m" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_m_6.2_y_10_100_tars" 1 0 "H2O"
"wt_sam_m_6.2_y_10_100_tars.2" "6.2" "sam" "wt" "m" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_m_6.2_y_10_100_tars" 2 0 "Sugar"
"wt_sam_m_6.2_y_10_100_tars.3" "6.2" "sam" "wt" "m" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_m_6.2_y_10_100_tars" 3 0 "Salt"
"wt_sam_m_6.2_y_10_100_tars.4" "6.2" "sam" "wt" "m" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_m_6.2_y_10_100_tars" 4 0 "H2O"
"wt_sam_m_6.2_y_10_100_tars.5" "6.2" "sam" "wt" "m" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_m_6.2_y_10_100_tars" 5 0 "Sugar"
"wt_sam_m_6.2_y_10_100_tars.6" "6.2" "sam" "wt" "m" 10 "tars" "y" "etx4" "n" 100 "NaCl" "wt_sam_m_6.2_y_10_100_tars" 6 0 "Salt"
