"date_test" "Background" "Allele" "Sex" "Fly" "receptor" "Sugar_before_salt" "PERA_group" "used_wt_2x" "salt_conc" "salt_type" "subject" "time" "PER" "tastant"
"wt_sam_m_8.03_y_2_500_prob.1" "8.03" "sam" "wt" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_sam_m_8.03_y_2_500_prob" 1 1 "H2O"
"wt_sam_m_8.03_y_2_500_prob.2" "8.03" "sam" "wt" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_sam_m_8.03_y_2_500_prob" 2 0 "Sugar"
"wt_sam_m_8.03_y_2_500_prob.3" "8.03" "sam" "wt" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_sam_m_8.03_y_2_500_prob" 3 0 "Salt"
"wt_sam_m_8.03_y_2_500_prob.4" "8.03" "sam" "wt" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_sam_m_8.03_y_2_500_prob" 4 0 "H2O"
"wt_sam_m_8.03_y_2_500_prob.5" "8.03" "sam" "wt" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_sam_m_8.03_y_2_500_prob" 5 0 "Sugar"
"wt_sam_m_8.03_y_2_500_prob.6" "8.03" "sam" "wt" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_sam_m_8.03_y_2_500_prob" 6 0 "Salt"
"wt_sam_m_8.03_y_2_500_prob.7" "8.03" "sam" "wt" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_sam_m_8.03_y_2_500_prob" 7 0 "H2O"
"sde3_ore_f_8.07_y_2_500_prob.1" "8.07" "ore" "sde3" "f" 2 "prob" "y" "e3" "n" 500 "NaCl" "sde3_ore_f_8.07_y_2_500_prob" 1 0 "H2O"
"sde3_ore_f_8.07_y_2_500_prob.2" "8.07" "ore" "sde3" "f" 2 "prob" "y" "e3" "n" 500 "NaCl" "sde3_ore_f_8.07_y_2_500_prob" 2 0 "Sugar"
"sde3_ore_f_8.07_y_2_500_prob.3" "8.07" "ore" "sde3" "f" 2 "prob" "y" "e3" "n" 500 "NaCl" "sde3_ore_f_8.07_y_2_500_prob" 3 0 "Salt"
"sde3_ore_f_8.07_y_2_500_prob.4" "8.07" "ore" "sde3" "f" 2 "prob" "y" "e3" "n" 500 "NaCl" "sde3_ore_f_8.07_y_2_500_prob" 4 0 "H2O"
"sde3_ore_f_8.07_y_2_500_prob.5" "8.07" "ore" "sde3" "f" 2 "prob" "y" "e3" "n" 500 "NaCl" "sde3_ore_f_8.07_y_2_500_prob" 5 0 "Sugar"
"sde3_ore_f_8.07_y_2_500_prob.6" "8.07" "ore" "sde3" "f" 2 "prob" "y" "e3" "n" 500 "NaCl" "sde3_ore_f_8.07_y_2_500_prob" 6 0 "Salt"
"sde3_ore_f_8.07_y_2_500_prob.7" "8.07" "ore" "sde3" "f" 2 "prob" "y" "e3" "n" 500 "NaCl" "sde3_ore_f_8.07_y_2_500_prob" 7 0 "H2O"
"wt_ore_f_8.07_y_2_500_prob.1" "8.07" "ore" "wt" "f" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_ore_f_8.07_y_2_500_prob" 1 0 "H2O"
"wt_ore_f_8.07_y_2_500_prob.2" "8.07" "ore" "wt" "f" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_ore_f_8.07_y_2_500_prob" 2 1 "Sugar"
"wt_ore_f_8.07_y_2_500_prob.3" "8.07" "ore" "wt" "f" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_ore_f_8.07_y_2_500_prob" 3 0 "Salt"
"wt_ore_f_8.07_y_2_500_prob.4" "8.07" "ore" "wt" "f" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_ore_f_8.07_y_2_500_prob" 4 0 "H2O"
"wt_ore_f_8.07_y_2_500_prob.5" "8.07" "ore" "wt" "f" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_ore_f_8.07_y_2_500_prob" 5 0 "Sugar"
"wt_ore_f_8.07_y_2_500_prob.6" "8.07" "ore" "wt" "f" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_ore_f_8.07_y_2_500_prob" 6 0 "Salt"
"wt_ore_f_8.07_y_2_500_prob.7" "8.07" "ore" "wt" "f" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_ore_f_8.07_y_2_500_prob" 7 0 "H2O"
"sde3_sam_f_8.07_y_2_500_prob.1" "8.07" "sam" "sde3" "f" 2 "prob" "y" "e3" "n" 500 "NaCl" "sde3_sam_f_8.07_y_2_500_prob" 1 0 "H2O"
"sde3_sam_f_8.07_y_2_500_prob.2" "8.07" "sam" "sde3" "f" 2 "prob" "y" "e3" "n" 500 "NaCl" "sde3_sam_f_8.07_y_2_500_prob" 2 0 "Sugar"
"sde3_sam_f_8.07_y_2_500_prob.3" "8.07" "sam" "sde3" "f" 2 "prob" "y" "e3" "n" 500 "NaCl" "sde3_sam_f_8.07_y_2_500_prob" 3 0 "Salt"
"sde3_sam_f_8.07_y_2_500_prob.4" "8.07" "sam" "sde3" "f" 2 "prob" "y" "e3" "n" 500 "NaCl" "sde3_sam_f_8.07_y_2_500_prob" 4 1 "H2O"
"sde3_sam_f_8.07_y_2_500_prob.5" "8.07" "sam" "sde3" "f" 2 "prob" "y" "e3" "n" 500 "NaCl" "sde3_sam_f_8.07_y_2_500_prob" 5 0 "Sugar"
"sde3_sam_f_8.07_y_2_500_prob.6" "8.07" "sam" "sde3" "f" 2 "prob" "y" "e3" "n" 500 "NaCl" "sde3_sam_f_8.07_y_2_500_prob" 6 0 "Salt"
"sde3_sam_f_8.07_y_2_500_prob.7" "8.07" "sam" "sde3" "f" 2 "prob" "y" "e3" "n" 500 "NaCl" "sde3_sam_f_8.07_y_2_500_prob" 7 0 "H2O"
"wt_sam_f_8.07_y_2_500_prob.1" "8.07" "sam" "wt" "f" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_sam_f_8.07_y_2_500_prob" 1 0 "H2O"
"wt_sam_f_8.07_y_2_500_prob.2" "8.07" "sam" "wt" "f" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_sam_f_8.07_y_2_500_prob" 2 0 "Sugar"
"wt_sam_f_8.07_y_2_500_prob.3" "8.07" "sam" "wt" "f" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_sam_f_8.07_y_2_500_prob" 3 0 "Salt"
"wt_sam_f_8.07_y_2_500_prob.4" "8.07" "sam" "wt" "f" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_sam_f_8.07_y_2_500_prob" 4 0 "H2O"
"wt_sam_f_8.07_y_2_500_prob.5" "8.07" "sam" "wt" "f" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_sam_f_8.07_y_2_500_prob" 5 0 "Sugar"
"wt_sam_f_8.07_y_2_500_prob.6" "8.07" "sam" "wt" "f" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_sam_f_8.07_y_2_500_prob" 6 0 "Salt"
"wt_sam_f_8.07_y_2_500_prob.7" "8.07" "sam" "wt" "f" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_sam_f_8.07_y_2_500_prob" 7 0 "H2O"
"sde3_ore_m_8.07_y_2_500_prob.1" "8.07" "ore" "sde3" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "sde3_ore_m_8.07_y_2_500_prob" 1 0 "H2O"
"sde3_ore_m_8.07_y_2_500_prob.2" "8.07" "ore" "sde3" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "sde3_ore_m_8.07_y_2_500_prob" 2 0 "Sugar"
"sde3_ore_m_8.07_y_2_500_prob.3" "8.07" "ore" "sde3" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "sde3_ore_m_8.07_y_2_500_prob" 3 0 "Salt"
"sde3_ore_m_8.07_y_2_500_prob.4" "8.07" "ore" "sde3" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "sde3_ore_m_8.07_y_2_500_prob" 4 0 "H2O"
"sde3_ore_m_8.07_y_2_500_prob.5" "8.07" "ore" "sde3" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "sde3_ore_m_8.07_y_2_500_prob" 5 1 "Sugar"
"sde3_ore_m_8.07_y_2_500_prob.6" "8.07" "ore" "sde3" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "sde3_ore_m_8.07_y_2_500_prob" 6 0 "Salt"
"sde3_ore_m_8.07_y_2_500_prob.7" "8.07" "ore" "sde3" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "sde3_ore_m_8.07_y_2_500_prob" 7 0 "H2O"
"wt_ore_m_8.07_y_2_500_prob.1" "8.07" "ore" "wt" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_ore_m_8.07_y_2_500_prob" 1 0 "H2O"
"wt_ore_m_8.07_y_2_500_prob.2" "8.07" "ore" "wt" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_ore_m_8.07_y_2_500_prob" 2 1 "Sugar"
"wt_ore_m_8.07_y_2_500_prob.3" "8.07" "ore" "wt" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_ore_m_8.07_y_2_500_prob" 3 0 "Salt"
"wt_ore_m_8.07_y_2_500_prob.4" "8.07" "ore" "wt" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_ore_m_8.07_y_2_500_prob" 4 0 "H2O"
"wt_ore_m_8.07_y_2_500_prob.5" "8.07" "ore" "wt" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_ore_m_8.07_y_2_500_prob" 5 1 "Sugar"
"wt_ore_m_8.07_y_2_500_prob.6" "8.07" "ore" "wt" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_ore_m_8.07_y_2_500_prob" 6 0 "Salt"
"wt_ore_m_8.07_y_2_500_prob.7" "8.07" "ore" "wt" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_ore_m_8.07_y_2_500_prob" 7 0 "H2O"
"sde3_sam_m_8.07_y_2_500_prob.1" "8.07" "sam" "sde3" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "sde3_sam_m_8.07_y_2_500_prob" 1 1 "H2O"
"sde3_sam_m_8.07_y_2_500_prob.2" "8.07" "sam" "sde3" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "sde3_sam_m_8.07_y_2_500_prob" 2 1 "Sugar"
"sde3_sam_m_8.07_y_2_500_prob.3" "8.07" "sam" "sde3" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "sde3_sam_m_8.07_y_2_500_prob" 3 1 "Salt"
"sde3_sam_m_8.07_y_2_500_prob.4" "8.07" "sam" "sde3" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "sde3_sam_m_8.07_y_2_500_prob" 4 1 "H2O"
"sde3_sam_m_8.07_y_2_500_prob.5" "8.07" "sam" "sde3" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "sde3_sam_m_8.07_y_2_500_prob" 5 1 "Sugar"
"sde3_sam_m_8.07_y_2_500_prob.6" "8.07" "sam" "sde3" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "sde3_sam_m_8.07_y_2_500_prob" 6 1 "Salt"
"sde3_sam_m_8.07_y_2_500_prob.7" "8.07" "sam" "sde3" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "sde3_sam_m_8.07_y_2_500_prob" 7 1 "H2O"
"wt_sam_m_8.07_y_2_500_prob.1" "8.07" "sam" "wt" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_sam_m_8.07_y_2_500_prob" 1 0 "H2O"
"wt_sam_m_8.07_y_2_500_prob.2" "8.07" "sam" "wt" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_sam_m_8.07_y_2_500_prob" 2 0 "Sugar"
"wt_sam_m_8.07_y_2_500_prob.3" "8.07" "sam" "wt" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_sam_m_8.07_y_2_500_prob" 3 0 "Salt"
"wt_sam_m_8.07_y_2_500_prob.4" "8.07" "sam" "wt" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_sam_m_8.07_y_2_500_prob" 4 0 "H2O"
"wt_sam_m_8.07_y_2_500_prob.5" "8.07" "sam" "wt" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_sam_m_8.07_y_2_500_prob" 5 0 "Sugar"
"wt_sam_m_8.07_y_2_500_prob.6" "8.07" "sam" "wt" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_sam_m_8.07_y_2_500_prob" 6 0 "Salt"
"wt_sam_m_8.07_y_2_500_prob.7" "8.07" "sam" "wt" "m" 2 "prob" "y" "e3" "n" 500 "NaCl" "wt_sam_m_8.07_y_2_500_prob" 7 0 "H2O"
"etx4_ore_f_6.28_y_3_500_prob.1" "6.28" "ore" "etx4" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_ore_f_6.28_y_3_500_prob" 1 0 "H2O"
"etx4_ore_f_6.28_y_3_500_prob.2" "6.28" "ore" "etx4" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_ore_f_6.28_y_3_500_prob" 2 0 "Sugar"
"etx4_ore_f_6.28_y_3_500_prob.3" "6.28" "ore" "etx4" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_ore_f_6.28_y_3_500_prob" 3 1 "Salt"
"etx4_ore_f_6.28_y_3_500_prob.4" "6.28" "ore" "etx4" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_ore_f_6.28_y_3_500_prob" 4 0 "H2O"
"etx4_ore_f_6.28_y_3_500_prob.5" "6.28" "ore" "etx4" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_ore_f_6.28_y_3_500_prob" 5 0 "Sugar"
"etx4_ore_f_6.28_y_3_500_prob.6" "6.28" "ore" "etx4" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_ore_f_6.28_y_3_500_prob" 6 0 "Salt"
"etx4_ore_f_6.28_y_3_500_prob.7" "6.28" "ore" "etx4" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_ore_f_6.28_y_3_500_prob" 7 0 "H2O"
"wt_ore_f_6.28_y_3_500_prob.1" "6.28" "ore" "wt" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "wt_ore_f_6.28_y_3_500_prob" 1 0 "H2O"
"wt_ore_f_6.28_y_3_500_prob.2" "6.28" "ore" "wt" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "wt_ore_f_6.28_y_3_500_prob" 2 0 "Sugar"
"wt_ore_f_6.28_y_3_500_prob.3" "6.28" "ore" "wt" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "wt_ore_f_6.28_y_3_500_prob" 3 0 "Salt"
"wt_ore_f_6.28_y_3_500_prob.4" "6.28" "ore" "wt" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "wt_ore_f_6.28_y_3_500_prob" 4 0 "H2O"
"wt_ore_f_6.28_y_3_500_prob.5" "6.28" "ore" "wt" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "wt_ore_f_6.28_y_3_500_prob" 5 0 "Sugar"
"wt_ore_f_6.28_y_3_500_prob.6" "6.28" "ore" "wt" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "wt_ore_f_6.28_y_3_500_prob" 6 0 "Salt"
"wt_ore_f_6.28_y_3_500_prob.7" "6.28" "ore" "wt" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "wt_ore_f_6.28_y_3_500_prob" 7 0 "H2O"
"etx4_sam_f_6.28_y_3_500_prob.1" "6.28" "sam" "etx4" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_sam_f_6.28_y_3_500_prob" 1 0 "H2O"
"etx4_sam_f_6.28_y_3_500_prob.2" "6.28" "sam" "etx4" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_sam_f_6.28_y_3_500_prob" 2 0 "Sugar"
"etx4_sam_f_6.28_y_3_500_prob.3" "6.28" "sam" "etx4" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_sam_f_6.28_y_3_500_prob" 3 0 "Salt"
"etx4_sam_f_6.28_y_3_500_prob.4" "6.28" "sam" "etx4" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_sam_f_6.28_y_3_500_prob" 4 0 "H2O"
"etx4_sam_f_6.28_y_3_500_prob.5" "6.28" "sam" "etx4" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_sam_f_6.28_y_3_500_prob" 5 0 "Sugar"
"etx4_sam_f_6.28_y_3_500_prob.6" "6.28" "sam" "etx4" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_sam_f_6.28_y_3_500_prob" 6 0 "Salt"
"etx4_sam_f_6.28_y_3_500_prob.7" "6.28" "sam" "etx4" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_sam_f_6.28_y_3_500_prob" 7 0 "H2O"
"etx4_ore_m_6.28_y_3_500_prob.1" "6.28" "ore" "etx4" "m" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_ore_m_6.28_y_3_500_prob" 1 0 "H2O"
"etx4_ore_m_6.28_y_3_500_prob.2" "6.28" "ore" "etx4" "m" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_ore_m_6.28_y_3_500_prob" 2 0 "Sugar"
"etx4_ore_m_6.28_y_3_500_prob.3" "6.28" "ore" "etx4" "m" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_ore_m_6.28_y_3_500_prob" 3 0 "Salt"
"etx4_ore_m_6.28_y_3_500_prob.4" "6.28" "ore" "etx4" "m" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_ore_m_6.28_y_3_500_prob" 4 0 "H2O"
"etx4_ore_m_6.28_y_3_500_prob.5" "6.28" "ore" "etx4" "m" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_ore_m_6.28_y_3_500_prob" 5 0 "Sugar"
"etx4_ore_m_6.28_y_3_500_prob.6" "6.28" "ore" "etx4" "m" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_ore_m_6.28_y_3_500_prob" 6 0 "Salt"
"etx4_ore_m_6.28_y_3_500_prob.7" "6.28" "ore" "etx4" "m" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_ore_m_6.28_y_3_500_prob" 7 0 "H2O"
"wt_ore_m_6.28_y_3_500_prob.1" "6.28" "ore" "wt" "m" 3 "prob" "y" "etx4" "n" 500 "NaCl" "wt_ore_m_6.28_y_3_500_prob" 1 0 "H2O"
"wt_ore_m_6.28_y_3_500_prob.2" "6.28" "ore" "wt" "m" 3 "prob" "y" "etx4" "n" 500 "NaCl" "wt_ore_m_6.28_y_3_500_prob" 2 0 "Sugar"
"wt_ore_m_6.28_y_3_500_prob.3" "6.28" "ore" "wt" "m" 3 "prob" "y" "etx4" "n" 500 "NaCl" "wt_ore_m_6.28_y_3_500_prob" 3 0 "Salt"
"wt_ore_m_6.28_y_3_500_prob.4" "6.28" "ore" "wt" "m" 3 "prob" "y" "etx4" "n" 500 "NaCl" "wt_ore_m_6.28_y_3_500_prob" 4 0 "H2O"
"wt_ore_m_6.28_y_3_500_prob.5" "6.28" "ore" "wt" "m" 3 "prob" "y" "etx4" "n" 500 "NaCl" "wt_ore_m_6.28_y_3_500_prob" 5 1 "Sugar"
"wt_ore_m_6.28_y_3_500_prob.6" "6.28" "ore" "wt" "m" 3 "prob" "y" "etx4" "n" 500 "NaCl" "wt_ore_m_6.28_y_3_500_prob" 6 0 "Salt"
"wt_ore_m_6.28_y_3_500_prob.7" "6.28" "ore" "wt" "m" 3 "prob" "y" "etx4" "n" 500 "NaCl" "wt_ore_m_6.28_y_3_500_prob" 7 0 "H2O"
"etx4_sam_m_6.28_y_3_500_prob.1" "6.28" "sam" "etx4" "m" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_sam_m_6.28_y_3_500_prob" 1 0 "H2O"
"etx4_sam_m_6.28_y_3_500_prob.2" "6.28" "sam" "etx4" "m" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_sam_m_6.28_y_3_500_prob" 2 0 "Sugar"
"etx4_sam_m_6.28_y_3_500_prob.3" "6.28" "sam" "etx4" "m" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_sam_m_6.28_y_3_500_prob" 3 0 "Salt"
"etx4_sam_m_6.28_y_3_500_prob.4" "6.28" "sam" "etx4" "m" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_sam_m_6.28_y_3_500_prob" 4 0 "H2O"
"etx4_sam_m_6.28_y_3_500_prob.5" "6.28" "sam" "etx4" "m" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_sam_m_6.28_y_3_500_prob" 5 0 "Sugar"
"etx4_sam_m_6.28_y_3_500_prob.6" "6.28" "sam" "etx4" "m" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_sam_m_6.28_y_3_500_prob" 6 1 "Salt"
"etx4_sam_m_6.28_y_3_500_prob.7" "6.28" "sam" "etx4" "m" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_sam_m_6.28_y_3_500_prob" 7 0 "H2O"
"wt_sam_m_6.28_y_3_500_prob.1" "6.28" "sam" "wt" "m" 3 "prob" "y" "etx4" "n" 500 "NaCl" "wt_sam_m_6.28_y_3_500_prob" 1 0 "H2O"
"wt_sam_m_6.28_y_3_500_prob.2" "6.28" "sam" "wt" "m" 3 "prob" "y" "etx4" "n" 500 "NaCl" "wt_sam_m_6.28_y_3_500_prob" 2 0 "Sugar"
"wt_sam_m_6.28_y_3_500_prob.3" "6.28" "sam" "wt" "m" 3 "prob" "y" "etx4" "n" 500 "NaCl" "wt_sam_m_6.28_y_3_500_prob" 3 0 "Salt"
"wt_sam_m_6.28_y_3_500_prob.4" "6.28" "sam" "wt" "m" 3 "prob" "y" "etx4" "n" 500 "NaCl" "wt_sam_m_6.28_y_3_500_prob" 4 0 "H2O"
"wt_sam_m_6.28_y_3_500_prob.5" "6.28" "sam" "wt" "m" 3 "prob" "y" "etx4" "n" 500 "NaCl" "wt_sam_m_6.28_y_3_500_prob" 5 0 "Sugar"
"wt_sam_m_6.28_y_3_500_prob.6" "6.28" "sam" "wt" "m" 3 "prob" "y" "etx4" "n" 500 "NaCl" "wt_sam_m_6.28_y_3_500_prob" 6 0 "Salt"
"wt_sam_m_6.28_y_3_500_prob.7" "6.28" "sam" "wt" "m" 3 "prob" "y" "etx4" "n" 500 "NaCl" "wt_sam_m_6.28_y_3_500_prob" 7 0 "H2O"
"etx4_ore_f_7.04_y_3_500_prob.1" "7.04" "ore" "etx4" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_ore_f_7.04_y_3_500_prob" 1 0 "H2O"
"etx4_ore_f_7.04_y_3_500_prob.2" "7.04" "ore" "etx4" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_ore_f_7.04_y_3_500_prob" 2 1 "Sugar"
"etx4_ore_f_7.04_y_3_500_prob.3" "7.04" "ore" "etx4" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_ore_f_7.04_y_3_500_prob" 3 0 "Salt"
"etx4_ore_f_7.04_y_3_500_prob.4" "7.04" "ore" "etx4" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_ore_f_7.04_y_3_500_prob" 4 0 "H2O"
"etx4_ore_f_7.04_y_3_500_prob.5" "7.04" "ore" "etx4" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_ore_f_7.04_y_3_500_prob" 5 1 "Sugar"
"etx4_ore_f_7.04_y_3_500_prob.6" "7.04" "ore" "etx4" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_ore_f_7.04_y_3_500_prob" 6 0 "Salt"
"etx4_ore_f_7.04_y_3_500_prob.7" "7.04" "ore" "etx4" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_ore_f_7.04_y_3_500_prob" 7 0 "H2O"
"wt_ore_f_7.04_y_3_500_prob.1" "7.04" "ore" "wt" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "wt_ore_f_7.04_y_3_500_prob" 1 0 "H2O"
"wt_ore_f_7.04_y_3_500_prob.2" "7.04" "ore" "wt" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "wt_ore_f_7.04_y_3_500_prob" 2 1 "Sugar"
"wt_ore_f_7.04_y_3_500_prob.3" "7.04" "ore" "wt" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "wt_ore_f_7.04_y_3_500_prob" 3 0 "Salt"
"wt_ore_f_7.04_y_3_500_prob.4" "7.04" "ore" "wt" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "wt_ore_f_7.04_y_3_500_prob" 4 0 "H2O"
"wt_ore_f_7.04_y_3_500_prob.5" "7.04" "ore" "wt" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "wt_ore_f_7.04_y_3_500_prob" 5 0 "Sugar"
"wt_ore_f_7.04_y_3_500_prob.6" "7.04" "ore" "wt" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "wt_ore_f_7.04_y_3_500_prob" 6 0 "Salt"
"wt_ore_f_7.04_y_3_500_prob.7" "7.04" "ore" "wt" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "wt_ore_f_7.04_y_3_500_prob" 7 0 "H2O"
"etx4_sam_f_7.04_y_3_500_prob.1" "7.04" "sam" "etx4" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_sam_f_7.04_y_3_500_prob" 1 0 "H2O"
"etx4_sam_f_7.04_y_3_500_prob.2" "7.04" "sam" "etx4" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_sam_f_7.04_y_3_500_prob" 2 1 "Sugar"
"etx4_sam_f_7.04_y_3_500_prob.3" "7.04" "sam" "etx4" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_sam_f_7.04_y_3_500_prob" 3 1 "Salt"
"etx4_sam_f_7.04_y_3_500_prob.4" "7.04" "sam" "etx4" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_sam_f_7.04_y_3_500_prob" 4 0 "H2O"
"etx4_sam_f_7.04_y_3_500_prob.5" "7.04" "sam" "etx4" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_sam_f_7.04_y_3_500_prob" 5 1 "Sugar"
"etx4_sam_f_7.04_y_3_500_prob.6" "7.04" "sam" "etx4" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_sam_f_7.04_y_3_500_prob" 6 1 "Salt"
"etx4_sam_f_7.04_y_3_500_prob.7" "7.04" "sam" "etx4" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "etx4_sam_f_7.04_y_3_500_prob" 7 1 "H2O"
"wt_sam_f_7.04_y_3_500_prob.1" "7.04" "sam" "wt" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "wt_sam_f_7.04_y_3_500_prob" 1 0 "H2O"
"wt_sam_f_7.04_y_3_500_prob.2" "7.04" "sam" "wt" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "wt_sam_f_7.04_y_3_500_prob" 2 0 "Sugar"
"wt_sam_f_7.04_y_3_500_prob.3" "7.04" "sam" "wt" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "wt_sam_f_7.04_y_3_500_prob" 3 0 "Salt"
"wt_sam_f_7.04_y_3_500_prob.4" "7.04" "sam" "wt" "f" 3 "prob" "y" "etx4" "n" 500 "NaCl" "wt_sam_f_7.04_y_3_500_prob" 4 0 "H2O"
