"date_test" "Background" "Allele" "Sex" "Fly" "receptor" "Sugar_before_salt" "PERA_group" "used_wt_2x" "salt_conc" "salt_type" "subject" "time" "PER" "tastant"
"wt_sam_m_12.22_y_4_500_prob.1" 12.22 "sam" "wt" "m" 4 "prob" "y" "etx4" "n" 500 "KCl" "wt_sam_m_12.22_y_4_500_prob" 1 0 "H2O"
"wt_sam_m_12.22_y_4_500_prob.2" 12.22 "sam" "wt" "m" 4 "prob" "y" "etx4" "n" 500 "KCl" "wt_sam_m_12.22_y_4_500_prob" 2 0 "Sugar"
"wt_sam_m_12.22_y_4_500_prob.3" 12.22 "sam" "wt" "m" 4 "prob" "y" "etx4" "n" 500 "KCl" "wt_sam_m_12.22_y_4_500_prob" 3 0 "Salt"
"wt_sam_m_12.22_y_4_500_prob.4" 12.22 "sam" "wt" "m" 4 "prob" "y" "etx4" "n" 500 "KCl" "wt_sam_m_12.22_y_4_500_prob" 4 0 "H2O"
"wt_sam_m_12.22_y_4_500_prob.5" 12.22 "sam" "wt" "m" 4 "prob" "y" "etx4" "n" 500 "KCl" "wt_sam_m_12.22_y_4_500_prob" 5 0 "Sugar"
"wt_sam_m_12.22_y_4_500_prob.6" 12.22 "sam" "wt" "m" 4 "prob" "y" "etx4" "n" 500 "KCl" "wt_sam_m_12.22_y_4_500_prob" 6 0 "Salt"
"wt_sam_m_12.22_y_4_500_prob.7" 12.22 "sam" "wt" "m" 4 "prob" "y" "etx4" "n" 500 "KCl" "wt_sam_m_12.22_y_4_500_prob" 7 0 "H2O"
"sd1_ore_f_12.5_y_4_500_prob.1" 12.5 "ore" "sd1" "f" 4 "prob" "y" "sd1" "n" 500 "KCl" "sd1_ore_f_12.5_y_4_500_prob" 1 1 "H2O"
"sd1_ore_f_12.5_y_4_500_prob.2" 12.5 "ore" "sd1" "f" 4 "prob" "y" "sd1" "n" 500 "KCl" "sd1_ore_f_12.5_y_4_500_prob" 2 0 "Sugar"
"sd1_ore_f_12.5_y_4_500_prob.3" 12.5 "ore" "sd1" "f" 4 "prob" "y" "sd1" "n" 500 "KCl" "sd1_ore_f_12.5_y_4_500_prob" 3 1 "Salt"
"sd1_ore_f_12.5_y_4_500_prob.4" 12.5 "ore" "sd1" "f" 4 "prob" "y" "sd1" "n" 500 "KCl" "sd1_ore_f_12.5_y_4_500_prob" 4 0 "H2O"
"sd1_ore_f_12.5_y_4_500_prob.5" 12.5 "ore" "sd1" "f" 4 "prob" "y" "sd1" "n" 500 "KCl" "sd1_ore_f_12.5_y_4_500_prob" 5 1 "Sugar"
"sd1_ore_f_12.5_y_4_500_prob.6" 12.5 "ore" "sd1" "f" 4 "prob" "y" "sd1" "n" 500 "KCl" "sd1_ore_f_12.5_y_4_500_prob" 6 0 "Salt"
"sd1_ore_f_12.5_y_4_500_prob.7" 12.5 "ore" "sd1" "f" 4 "prob" "y" "sd1" "n" 500 "KCl" "sd1_ore_f_12.5_y_4_500_prob" 7 0 "H2O"
"wt_ore_f_12.5_y_4_500_prob.1" 12.5 "ore" "wt" "f" 4 "prob" "y" "sd1" "n" 500 "KCl" "wt_ore_f_12.5_y_4_500_prob" 1 0 "H2O"
"wt_ore_f_12.5_y_4_500_prob.2" 12.5 "ore" "wt" "f" 4 "prob" "y" "sd1" "n" 500 "KCl" "wt_ore_f_12.5_y_4_500_prob" 2 1 "Sugar"
"wt_ore_f_12.5_y_4_500_prob.3" 12.5 "ore" "wt" "f" 4 "prob" "y" "sd1" "n" 500 "KCl" "wt_ore_f_12.5_y_4_500_prob" 3 0 "Salt"
"wt_ore_f_12.5_y_4_500_prob.4" 12.5 "ore" "wt" "f" 4 "prob" "y" "sd1" "n" 500 "KCl" "wt_ore_f_12.5_y_4_500_prob" 4 0 "H2O"
"wt_ore_f_12.5_y_4_500_prob.5" 12.5 "ore" "wt" "f" 4 "prob" "y" "sd1" "n" 500 "KCl" "wt_ore_f_12.5_y_4_500_prob" 5 1 "Sugar"
"wt_ore_f_12.5_y_4_500_prob.6" 12.5 "ore" "wt" "f" 4 "prob" "y" "sd1" "n" 500 "KCl" "wt_ore_f_12.5_y_4_500_prob" 6 0 "Salt"
"wt_ore_f_12.5_y_4_500_prob.7" 12.5 "ore" "wt" "f" 4 "prob" "y" "sd1" "n" 500 "KCl" "wt_ore_f_12.5_y_4_500_prob" 7 0 "H2O"
"wt_sam_f_12.5_y_4_500_prob.1" 12.5 "sam" "wt" "f" 4 "prob" "y" "sd1" "n" 500 "KCl" "wt_sam_f_12.5_y_4_500_prob" 1 0 "H2O"
"wt_sam_f_12.5_y_4_500_prob.2" 12.5 "sam" "wt" "f" 4 "prob" "y" "sd1" "n" 500 "KCl" "wt_sam_f_12.5_y_4_500_prob" 2 0 "Sugar"
"wt_sam_f_12.5_y_4_500_prob.3" 12.5 "sam" "wt" "f" 4 "prob" "y" "sd1" "n" 500 "KCl" "wt_sam_f_12.5_y_4_500_prob" 3 0 "Salt"
"wt_sam_f_12.5_y_4_500_prob.4" 12.5 "sam" "wt" "f" 4 "prob" "y" "sd1" "n" 500 "KCl" "wt_sam_f_12.5_y_4_500_prob" 4 0 "H2O"
"wt_sam_f_12.5_y_4_500_prob.5" 12.5 "sam" "wt" "f" 4 "prob" "y" "sd1" "n" 500 "KCl" "wt_sam_f_12.5_y_4_500_prob" 5 0 "Sugar"
"wt_sam_f_12.5_y_4_500_prob.6" 12.5 "sam" "wt" "f" 4 "prob" "y" "sd1" "n" 500 "KCl" "wt_sam_f_12.5_y_4_500_prob" 6 0 "Salt"
"wt_sam_f_12.5_y_4_500_prob.7" 12.5 "sam" "wt" "f" 4 "prob" "y" "sd1" "n" 500 "KCl" "wt_sam_f_12.5_y_4_500_prob" 7 0 "H2O"
"wt_sam_m_12.5_y_4_500_prob.1" 12.5 "sam" "wt" "m" 4 "prob" "y" "sd1" "n" 500 "KCl" "wt_sam_m_12.5_y_4_500_prob" 1 0 "H2O"
"wt_sam_m_12.5_y_4_500_prob.2" 12.5 "sam" "wt" "m" 4 "prob" "y" "sd1" "n" 500 "KCl" "wt_sam_m_12.5_y_4_500_prob" 2 0 "Sugar"
"wt_sam_m_12.5_y_4_500_prob.3" 12.5 "sam" "wt" "m" 4 "prob" "y" "sd1" "n" 500 "KCl" "wt_sam_m_12.5_y_4_500_prob" 3 0 "Salt"
"wt_sam_m_12.5_y_4_500_prob.4" 12.5 "sam" "wt" "m" 4 "prob" "y" "sd1" "n" 500 "KCl" "wt_sam_m_12.5_y_4_500_prob" 4 0 "H2O"
"wt_sam_m_12.5_y_4_500_prob.5" 12.5 "sam" "wt" "m" 4 "prob" "y" "sd1" "n" 500 "KCl" "wt_sam_m_12.5_y_4_500_prob" 5 0 "Sugar"
"wt_sam_m_12.5_y_4_500_prob.6" 12.5 "sam" "wt" "m" 4 "prob" "y" "sd1" "n" 500 "KCl" "wt_sam_m_12.5_y_4_500_prob" 6 0 "Salt"
"wt_sam_m_12.5_y_4_500_prob.7" 12.5 "sam" "wt" "m" 4 "prob" "y" "sd1" "n" 500 "KCl" "wt_sam_m_12.5_y_4_500_prob" 7 0 "H2O"
"sde3_ore_f_1.12_y_5_500_prob.1" 1.12 "ore" "sde3" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_ore_f_1.12_y_5_500_prob" 1 0 "H2O"
"sde3_ore_f_1.12_y_5_500_prob.2" 1.12 "ore" "sde3" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_ore_f_1.12_y_5_500_prob" 2 1 "Sugar"
"sde3_ore_f_1.12_y_5_500_prob.3" 1.12 "ore" "sde3" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_ore_f_1.12_y_5_500_prob" 3 1 "Salt"
"sde3_ore_f_1.12_y_5_500_prob.4" 1.12 "ore" "sde3" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_ore_f_1.12_y_5_500_prob" 4 0 "H2O"
"sde3_ore_f_1.12_y_5_500_prob.5" 1.12 "ore" "sde3" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_ore_f_1.12_y_5_500_prob" 5 1 "Sugar"
"sde3_ore_f_1.12_y_5_500_prob.6" 1.12 "ore" "sde3" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_ore_f_1.12_y_5_500_prob" 6 0 "Salt"
"sde3_ore_f_1.12_y_5_500_prob.7" 1.12 "ore" "sde3" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_ore_f_1.12_y_5_500_prob" 7 0 "H2O"
"sde3_sam_f_1.12_y_5_500_prob.1" 1.12 "sam" "sde3" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_f_1.12_y_5_500_prob" 1 0 "H2O"
"sde3_sam_f_1.12_y_5_500_prob.2" 1.12 "sam" "sde3" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_f_1.12_y_5_500_prob" 2 1 "Sugar"
"sde3_sam_f_1.12_y_5_500_prob.3" 1.12 "sam" "sde3" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_f_1.12_y_5_500_prob" 3 1 "Salt"
"sde3_sam_f_1.12_y_5_500_prob.4" 1.12 "sam" "sde3" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_f_1.12_y_5_500_prob" 4 0 "H2O"
"sde3_sam_f_1.12_y_5_500_prob.5" 1.12 "sam" "sde3" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_f_1.12_y_5_500_prob" 5 1 "Sugar"
"sde3_sam_f_1.12_y_5_500_prob.6" 1.12 "sam" "sde3" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_f_1.12_y_5_500_prob" 6 1 "Salt"
"sde3_sam_f_1.12_y_5_500_prob.7" 1.12 "sam" "sde3" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_f_1.12_y_5_500_prob" 7 0 "H2O"
"wt_sam_f_1.12_y_5_500_prob.1" 1.12 "sam" "wt" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "wt_sam_f_1.12_y_5_500_prob" 1 0 "H2O"
"wt_sam_f_1.12_y_5_500_prob.2" 1.12 "sam" "wt" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "wt_sam_f_1.12_y_5_500_prob" 2 0 "Sugar"
"wt_sam_f_1.12_y_5_500_prob.3" 1.12 "sam" "wt" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "wt_sam_f_1.12_y_5_500_prob" 3 0 "Salt"
"wt_sam_f_1.12_y_5_500_prob.4" 1.12 "sam" "wt" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "wt_sam_f_1.12_y_5_500_prob" 4 0 "H2O"
"wt_sam_f_1.12_y_5_500_prob.5" 1.12 "sam" "wt" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "wt_sam_f_1.12_y_5_500_prob" 5 1 "Sugar"
"wt_sam_f_1.12_y_5_500_prob.6" 1.12 "sam" "wt" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "wt_sam_f_1.12_y_5_500_prob" 6 0 "Salt"
"wt_sam_f_1.12_y_5_500_prob.7" 1.12 "sam" "wt" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "wt_sam_f_1.12_y_5_500_prob" 7 0 "H2O"
"sde3_sam_m_1.12_y_5_500_prob.1" 1.12 "sam" "sde3" "m" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_m_1.12_y_5_500_prob" 1 0 "H2O"
"sde3_sam_m_1.12_y_5_500_prob.2" 1.12 "sam" "sde3" "m" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_m_1.12_y_5_500_prob" 2 0 "Sugar"
"sde3_sam_m_1.12_y_5_500_prob.3" 1.12 "sam" "sde3" "m" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_m_1.12_y_5_500_prob" 3 0 "Salt"
"sde3_sam_m_1.12_y_5_500_prob.4" 1.12 "sam" "sde3" "m" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_m_1.12_y_5_500_prob" 4 0 "H2O"
"sde3_sam_m_1.12_y_5_500_prob.5" 1.12 "sam" "sde3" "m" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_m_1.12_y_5_500_prob" 5 0 "Sugar"
"sde3_sam_m_1.12_y_5_500_prob.6" 1.12 "sam" "sde3" "m" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_m_1.12_y_5_500_prob" 6 1 "Salt"
"sde3_sam_m_1.12_y_5_500_prob.7" 1.12 "sam" "sde3" "m" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_m_1.12_y_5_500_prob" 7 0 "H2O"
"sde3_sam_f_1.2_y_5_500_prob.1" 1.2 "sam" "sde3" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_f_1.2_y_5_500_prob" 1 0 "H2O"
"sde3_sam_f_1.2_y_5_500_prob.2" 1.2 "sam" "sde3" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_f_1.2_y_5_500_prob" 2 1 "Sugar"
"sde3_sam_f_1.2_y_5_500_prob.3" 1.2 "sam" "sde3" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_f_1.2_y_5_500_prob" 3 1 "Salt"
"sde3_sam_f_1.2_y_5_500_prob.4" 1.2 "sam" "sde3" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_f_1.2_y_5_500_prob" 4 0 "H2O"
"sde3_sam_f_1.2_y_5_500_prob.5" 1.2 "sam" "sde3" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_f_1.2_y_5_500_prob" 5 1 "Sugar"
"sde3_sam_f_1.2_y_5_500_prob.6" 1.2 "sam" "sde3" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_f_1.2_y_5_500_prob" 6 1 "Salt"
"sde3_sam_f_1.2_y_5_500_prob.7" 1.2 "sam" "sde3" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_f_1.2_y_5_500_prob" 7 0 "H2O"
"sde3_sam_m_1.2_y_5_500_prob.1" 1.2 "sam" "sde3" "m" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_m_1.2_y_5_500_prob" 1 0 "H2O"
"sde3_sam_m_1.2_y_5_500_prob.2" 1.2 "sam" "sde3" "m" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_m_1.2_y_5_500_prob" 2 0 "Sugar"
"sde3_sam_m_1.2_y_5_500_prob.3" 1.2 "sam" "sde3" "m" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_m_1.2_y_5_500_prob" 3 0 "Salt"
"sde3_sam_m_1.2_y_5_500_prob.4" 1.2 "sam" "sde3" "m" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_m_1.2_y_5_500_prob" 4 0 "H2O"
"sde3_sam_m_1.2_y_5_500_prob.5" 1.2 "sam" "sde3" "m" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_m_1.2_y_5_500_prob" 5 0 "Sugar"
"sde3_sam_m_1.2_y_5_500_prob.6" 1.2 "sam" "sde3" "m" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_m_1.2_y_5_500_prob" 6 0 "Salt"
"sde3_sam_m_1.2_y_5_500_prob.7" 1.2 "sam" "sde3" "m" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_m_1.2_y_5_500_prob" 7 0 "H2O"
"wt_sam_m_1.2_y_5_500_prob.1" 1.2 "sam" "wt" "m" 5 "prob" "y" "sde3" "n" 500 "KCl" "wt_sam_m_1.2_y_5_500_prob" 1 0 "H2O"
"wt_sam_m_1.2_y_5_500_prob.2" 1.2 "sam" "wt" "m" 5 "prob" "y" "sde3" "n" 500 "KCl" "wt_sam_m_1.2_y_5_500_prob" 2 0 "Sugar"
"wt_sam_m_1.2_y_5_500_prob.3" 1.2 "sam" "wt" "m" 5 "prob" "y" "sde3" "n" 500 "KCl" "wt_sam_m_1.2_y_5_500_prob" 3 0 "Salt"
"wt_sam_m_1.2_y_5_500_prob.4" 1.2 "sam" "wt" "m" 5 "prob" "y" "sde3" "n" 500 "KCl" "wt_sam_m_1.2_y_5_500_prob" 4 0 "H2O"
"wt_sam_m_1.2_y_5_500_prob.5" 1.2 "sam" "wt" "m" 5 "prob" "y" "sde3" "n" 500 "KCl" "wt_sam_m_1.2_y_5_500_prob" 5 0 "Sugar"
"wt_sam_m_1.2_y_5_500_prob.6" 1.2 "sam" "wt" "m" 5 "prob" "y" "sde3" "n" 500 "KCl" "wt_sam_m_1.2_y_5_500_prob" 6 0 "Salt"
"wt_sam_m_1.2_y_5_500_prob.7" 1.2 "sam" "wt" "m" 5 "prob" "y" "sde3" "n" 500 "KCl" "wt_sam_m_1.2_y_5_500_prob" 7 0 "H2O"
"etx4_ore_f_1.3_y_5_500_prob.1" 1.3 "ore" "etx4" "f" 5 "prob" "y" "etx4" "n" 500 "KCl" "etx4_ore_f_1.3_y_5_500_prob" 1 0 "H2O"
"etx4_ore_f_1.3_y_5_500_prob.2" 1.3 "ore" "etx4" "f" 5 "prob" "y" "etx4" "n" 500 "KCl" "etx4_ore_f_1.3_y_5_500_prob" 2 0 "Sugar"
"etx4_ore_f_1.3_y_5_500_prob.3" 1.3 "ore" "etx4" "f" 5 "prob" "y" "etx4" "n" 500 "KCl" "etx4_ore_f_1.3_y_5_500_prob" 3 0 "Salt"
"etx4_ore_f_1.3_y_5_500_prob.4" 1.3 "ore" "etx4" "f" 5 "prob" "y" "etx4" "n" 500 "KCl" "etx4_ore_f_1.3_y_5_500_prob" 4 0 "H2O"
"etx4_ore_f_1.3_y_5_500_prob.5" 1.3 "ore" "etx4" "f" 5 "prob" "y" "etx4" "n" 500 "KCl" "etx4_ore_f_1.3_y_5_500_prob" 5 1 "Sugar"
"etx4_ore_f_1.3_y_5_500_prob.6" 1.3 "ore" "etx4" "f" 5 "prob" "y" "etx4" "n" 500 "KCl" "etx4_ore_f_1.3_y_5_500_prob" 6 0 "Salt"
"etx4_ore_f_1.3_y_5_500_prob.7" 1.3 "ore" "etx4" "f" 5 "prob" "y" "etx4" "n" 500 "KCl" "etx4_ore_f_1.3_y_5_500_prob" 7 0 "H2O"
"wt_ore_f_1.3_y_5_500_prob.1" 1.3 "ore" "wt" "f" 5 "prob" "y" "etx4" "n" 500 "KCl" "wt_ore_f_1.3_y_5_500_prob" 1 0 "H2O"
"wt_ore_f_1.3_y_5_500_prob.2" 1.3 "ore" "wt" "f" 5 "prob" "y" "etx4" "n" 500 "KCl" "wt_ore_f_1.3_y_5_500_prob" 2 0 "Sugar"
"wt_ore_f_1.3_y_5_500_prob.3" 1.3 "ore" "wt" "f" 5 "prob" "y" "etx4" "n" 500 "KCl" "wt_ore_f_1.3_y_5_500_prob" 3 0 "Salt"
"wt_ore_f_1.3_y_5_500_prob.4" 1.3 "ore" "wt" "f" 5 "prob" "y" "etx4" "n" 500 "KCl" "wt_ore_f_1.3_y_5_500_prob" 4 0 "H2O"
"wt_ore_f_1.3_y_5_500_prob.5" 1.3 "ore" "wt" "f" 5 "prob" "y" "etx4" "n" 500 "KCl" "wt_ore_f_1.3_y_5_500_prob" 5 0 "Sugar"
"wt_ore_f_1.3_y_5_500_prob.6" 1.3 "ore" "wt" "f" 5 "prob" "y" "etx4" "n" 500 "KCl" "wt_ore_f_1.3_y_5_500_prob" 6 0 "Salt"
"wt_ore_f_1.3_y_5_500_prob.7" 1.3 "ore" "wt" "f" 5 "prob" "y" "etx4" "n" 500 "KCl" "wt_ore_f_1.3_y_5_500_prob" 7 0 "H2O"
"etx4_ore_m_1.3_y_5_500_prob.1" 1.3 "ore" "etx4" "m" 5 "prob" "y" "etx4" "n" 500 "KCl" "etx4_ore_m_1.3_y_5_500_prob" 1 0 "H2O"
"etx4_ore_m_1.3_y_5_500_prob.2" 1.3 "ore" "etx4" "m" 5 "prob" "y" "etx4" "n" 500 "KCl" "etx4_ore_m_1.3_y_5_500_prob" 2 0 "Sugar"
"etx4_ore_m_1.3_y_5_500_prob.3" 1.3 "ore" "etx4" "m" 5 "prob" "y" "etx4" "n" 500 "KCl" "etx4_ore_m_1.3_y_5_500_prob" 3 0 "Salt"
"etx4_ore_m_1.3_y_5_500_prob.4" 1.3 "ore" "etx4" "m" 5 "prob" "y" "etx4" "n" 500 "KCl" "etx4_ore_m_1.3_y_5_500_prob" 4 0 "H2O"
"etx4_ore_m_1.3_y_5_500_prob.5" 1.3 "ore" "etx4" "m" 5 "prob" "y" "etx4" "n" 500 "KCl" "etx4_ore_m_1.3_y_5_500_prob" 5 0 "Sugar"
"etx4_ore_m_1.3_y_5_500_prob.6" 1.3 "ore" "etx4" "m" 5 "prob" "y" "etx4" "n" 500 "KCl" "etx4_ore_m_1.3_y_5_500_prob" 6 0 "Salt"
"etx4_ore_m_1.3_y_5_500_prob.7" 1.3 "ore" "etx4" "m" 5 "prob" "y" "etx4" "n" 500 "KCl" "etx4_ore_m_1.3_y_5_500_prob" 7 0 "H2O"
"wt_ore_m_1.3_y_5_500_prob.1" 1.3 "ore" "wt" "m" 5 "prob" "y" "etx4" "n" 500 "KCl" "wt_ore_m_1.3_y_5_500_prob" 1 0 "H2O"
"wt_ore_m_1.3_y_5_500_prob.2" 1.3 "ore" "wt" "m" 5 "prob" "y" "etx4" "n" 500 "KCl" "wt_ore_m_1.3_y_5_500_prob" 2 0 "Sugar"
"wt_ore_m_1.3_y_5_500_prob.3" 1.3 "ore" "wt" "m" 5 "prob" "y" "etx4" "n" 500 "KCl" "wt_ore_m_1.3_y_5_500_prob" 3 0 "Salt"
"wt_ore_m_1.3_y_5_500_prob.4" 1.3 "ore" "wt" "m" 5 "prob" "y" "etx4" "n" 500 "KCl" "wt_ore_m_1.3_y_5_500_prob" 4 0 "H2O"
"wt_ore_m_1.3_y_5_500_prob.5" 1.3 "ore" "wt" "m" 5 "prob" "y" "etx4" "n" 500 "KCl" "wt_ore_m_1.3_y_5_500_prob" 5 0 "Sugar"
"wt_ore_m_1.3_y_5_500_prob.6" 1.3 "ore" "wt" "m" 5 "prob" "y" "etx4" "n" 500 "KCl" "wt_ore_m_1.3_y_5_500_prob" 6 0 "Salt"
"wt_ore_m_1.3_y_5_500_prob.7" 1.3 "ore" "wt" "m" 5 "prob" "y" "etx4" "n" 500 "KCl" "wt_ore_m_1.3_y_5_500_prob" 7 0 "H2O"
"etx4_sam_m_1.3_y_5_500_prob.1" 1.3 "sam" "etx4" "m" 5 "prob" "y" "etx4" "n" 500 "KCl" "etx4_sam_m_1.3_y_5_500_prob" 1 0 "H2O"
"etx4_sam_m_1.3_y_5_500_prob.2" 1.3 "sam" "etx4" "m" 5 "prob" "y" "etx4" "n" 500 "KCl" "etx4_sam_m_1.3_y_5_500_prob" 2 0 "Sugar"
"etx4_sam_m_1.3_y_5_500_prob.3" 1.3 "sam" "etx4" "m" 5 "prob" "y" "etx4" "n" 500 "KCl" "etx4_sam_m_1.3_y_5_500_prob" 3 1 "Salt"
"etx4_sam_m_1.3_y_5_500_prob.4" 1.3 "sam" "etx4" "m" 5 "prob" "y" "etx4" "n" 500 "KCl" "etx4_sam_m_1.3_y_5_500_prob" 4 0 "H2O"
"etx4_sam_m_1.3_y_5_500_prob.5" 1.3 "sam" "etx4" "m" 5 "prob" "y" "etx4" "n" 500 "KCl" "etx4_sam_m_1.3_y_5_500_prob" 5 1 "Sugar"
"etx4_sam_m_1.3_y_5_500_prob.6" 1.3 "sam" "etx4" "m" 5 "prob" "y" "etx4" "n" 500 "KCl" "etx4_sam_m_1.3_y_5_500_prob" 6 0 "Salt"
"etx4_sam_m_1.3_y_5_500_prob.7" 1.3 "sam" "etx4" "m" 5 "prob" "y" "etx4" "n" 500 "KCl" "etx4_sam_m_1.3_y_5_500_prob" 7 0 "H2O"
"sde3_sam_f_2.24_y_5_500_prob.1" 2.24 "sam" "sde3" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_f_2.24_y_5_500_prob" 1 1 "H2O"
"sde3_sam_f_2.24_y_5_500_prob.2" 2.24 "sam" "sde3" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_f_2.24_y_5_500_prob" 2 1 "Sugar"
"sde3_sam_f_2.24_y_5_500_prob.3" 2.24 "sam" "sde3" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_f_2.24_y_5_500_prob" 3 0 "Salt"
"sde3_sam_f_2.24_y_5_500_prob.4" 2.24 "sam" "sde3" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_f_2.24_y_5_500_prob" 4 1 "H2O"
"sde3_sam_f_2.24_y_5_500_prob.5" 2.24 "sam" "sde3" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_f_2.24_y_5_500_prob" 5 1 "Sugar"
"sde3_sam_f_2.24_y_5_500_prob.6" 2.24 "sam" "sde3" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_f_2.24_y_5_500_prob" 6 0 "Salt"
"sde3_sam_f_2.24_y_5_500_prob.7" 2.24 "sam" "sde3" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "sde3_sam_f_2.24_y_5_500_prob" 7 1 "H2O"
"wt_sam_f_2.24_y_5_500_prob.1" 2.24 "sam" "wt" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "wt_sam_f_2.24_y_5_500_prob" 1 0 "H2O"
"wt_sam_f_2.24_y_5_500_prob.2" 2.24 "sam" "wt" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "wt_sam_f_2.24_y_5_500_prob" 2 0 "Sugar"
"wt_sam_f_2.24_y_5_500_prob.3" 2.24 "sam" "wt" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "wt_sam_f_2.24_y_5_500_prob" 3 0 "Salt"
"wt_sam_f_2.24_y_5_500_prob.4" 2.24 "sam" "wt" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "wt_sam_f_2.24_y_5_500_prob" 4 0 "H2O"
"wt_sam_f_2.24_y_5_500_prob.5" 2.24 "sam" "wt" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "wt_sam_f_2.24_y_5_500_prob" 5 0 "Sugar"
"wt_sam_f_2.24_y_5_500_prob.6" 2.24 "sam" "wt" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "wt_sam_f_2.24_y_5_500_prob" 6 0 "Salt"
"wt_sam_f_2.24_y_5_500_prob.7" 2.24 "sam" "wt" "f" 5 "prob" "y" "sde3" "n" 500 "KCl" "wt_sam_f_2.24_y_5_500_prob" 7 0 "H2O"
"wt_sam_m_2.24_y_5_500_prob.1" 2.24 "sam" "wt" "m" 5 "prob" "y" "sde3" "n" 500 "KCl" "wt_sam_m_2.24_y_5_500_prob" 1 0 "H2O"
"wt_sam_m_2.24_y_5_500_prob.2" 2.24 "sam" "wt" "m" 5 "prob" "y" "sde3" "n" 500 "KCl" "wt_sam_m_2.24_y_5_500_prob" 2 0 "Sugar"
"wt_sam_m_2.24_y_5_500_prob.3" 2.24 "sam" "wt" "m" 5 "prob" "y" "sde3" "n" 500 "KCl" "wt_sam_m_2.24_y_5_500_prob" 3 0 "Salt"
"wt_sam_m_2.24_y_5_500_prob.4" 2.24 "sam" "wt" "m" 5 "prob" "y" "sde3" "n" 500 "KCl" "wt_sam_m_2.24_y_5_500_prob" 4 0 "H2O"
"wt_sam_m_2.24_y_5_500_prob.5" 2.24 "sam" "wt" "m" 5 "prob" "y" "sde3" "n" 500 "KCl" "wt_sam_m_2.24_y_5_500_prob" 5 0 "Sugar"
