date_test	Background	Allele	Sex	Fly	receptor	h2o1	sugar1	salt1	h2o2	sugar2	salt2	h2o3	Sugar_before_salt	PERA_group	used_wt_2x	salt_conc	salt_type
10.23	SAM	sd1	f	4	prob	1	1	0	1	0	1	1	n	sd1	n	100	KCl
10.23	ORE	sd1	f	6	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.23	ORE	sd1	f	7	prob	0	1	0	0	1	0	0	y	sd1	n	100	KCl
10.23	ORE	sd1	f	8	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.23	ORE	sd1	f	9	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.23	ORE	sd1	f	10	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.23	ORE	wt	f	6	prob	0	1	0	0	1	0	0	y	sd1	n	100	KCl
10.23	ORE	wt	f	7	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.23	ORE	wt	f	8	prob	0	1	0	0	1	0	0	y	sd1	n	100	KCl
10.23	ORE	wt	f	9	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.23	ORE	wt	f	10	prob	0	1	0	0	1	0	0	y	sd1	n	100	KCl
10.23	SAM	sd1	f	5	prob	1	1	0	1	1	1	1	y	sd1	n	100	KCl
10.23	SAM	sd1	f	6	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.23	SAM	sd1	f	7	prob	1	1	1	1	1	1	1	y	sd1	n	100	KCl
10.23	SAM	sd1	f	8	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.23	SAM	sd1	f	9	prob	0	1	0	1	1	0	1	y	sd1	n	100	KCl
10.23	SAM	wt	f	6	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.23	SAM	wt	f	7	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.23	SAM	wt	f	8	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.23	SAM	wt	f	9	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.23	SAM	wt	f	10	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.23	SAM	wt	m	6	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.23	SAM	wt	m	7	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.23	SAM	wt	m	8	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.23	SAM	wt	m	9	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.23	SAM	wt	m	10	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.23	SAM	sd1	m	5	prob	1	1	1	1	1	1	1	y	sd1	n	100	KCl
10.23	SAM	sd1	m	6	prob	1	1	0	1	1	0	1	y	sd1	n	100	KCl
10.23	SAM	sd1	m	7	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.23	SAM	sd1	m	8	prob	0	1	0	0	1	0	0	y	sd1	n	100	KCl
10.23	SAM	sd1	m	9	prob	0	1	0	1	1	0	0	y	sd1	n	100	KCl
10.26	ORE	wt	f	1	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.26	ORE	wt	f	2	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.26	ORE	wt	f	3	prob	0	0	0	0	0	1	0	y	sd1	n	100	KCl
10.26	ORE	wt	f	4	prob	0	1	0	0	1	0	1	y	sd1	n	100	KCl
10.26	ORE	wt	f	5	prob	0	1	0	0	1	0	0	y	sd1	n	100	KCl
10.26	ORE	wt	m	1	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.26	ORE	wt	m	2	prob	0	1	0	0	1	0	0	y	sd1	n	100	KCl
10.26	ORE	sd1	f	1	prob	1	1	0	0	1	1	0	y	sd1	n	100	KCl
10.26	ORE	sd1	f	2	prob	0	0	0	0	1	0	0	y	sd1	n	100	KCl
10.26	ORE	sd1	f	3	prob	0	1	0	0	0	0	0	y	sd1	n	100	KCl
10.26	ORE	sd1	f	4	prob	0	1	0	0	1	0	0	y	sd1	n	100	KCl
10.26	ORE	sd1	f	5	prob	0	1	1	0	0	1	1	y	sd1	n	100	KCl
10.26	ORE	sd1	m	1	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.26	ORE	sd1	m	2	prob	0	1	0	0	1	0	0	y	sd1	n	100	KCl
10.26	ORE	sd1	m	3	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.26	ORE	sd1	m	4	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.26	SAM	wt	f	1	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.26	SAM	wt	f	2	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.26	SAM	wt	f	3	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.26	SAM	wt	f	4	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.26	SAM	wt	f	5	prob	0	1	0	0	1	0	0	y	sd1	n	100	KCl
10.26	SAM	wt	m	1	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.26	SAM	wt	m	2	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.26	SAM	wt	m	3	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.26	SAM	wt	m	4	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.26	SAM	wt	m	5	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.26	SAM	sd1	f	1	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.26	SAM	sd1	f	2	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.26	SAM	sd1	f	3	prob	0	1	0	1	1	0	0	y	sd1	n	100	KCl
10.26	SAM	sd1	f	4	prob	0	0	0	0	1	0	0	y	sd1	n	100	KCl
10.26	SAM	sd1	f	5	prob	0	0	1	0	1	0	1	y	sd1	n	100	KCl
10.26	SAM	sd1	m	1	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.26	SAM	sd1	m	2	prob	0	1	1	1	1	1	1	y	sd1	n	100	KCl
10.26	SAM	sd1	m	3	prob	0	1	0	0	0	0	0	y	sd1	n	100	KCl
10.26	SAM	sd1	m	4	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.26	SAM	sd1	m	5	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
10.31	ORE	wt	f	1	prob	0	1	0	1	0	0	1	n	sd1	n	100	KCl
10.31	ORE	wt	f	2	prob	0	1	0	0	1	0	0	n	sd1	n	100	KCl
10.31	ORE	wt	f	3	prob	0	0	0	0	0	0	0	n	sd1	n	100	KCl
10.31	ORE	wt	f	4	prob	0	1	0	0	1	0	0	n	sd1	n	100	KCl
10.31	ORE	wt	f	5	prob	0	1	0	0	0	0	0	n	sd1	n	100	KCl
10.31	ORE	wt	m	1	prob	0	1	0	0	1	0	0	n	sd1	n	100	KCl
10.31	ORE	wt	m	2	prob	0	0	0	0	1	0	1	n	sd1	n	100	KCl
10.31	ORE	wt	m	3	prob	0	1	0	0	0	0	0	n	sd1	n	100	KCl
10.31	ORE	wt	m	4	prob	0	1	0	0	0	0	0	n	sd1	n	100	KCl
10.31	ORE	wt	m	5	prob	0	0	0	0	0	0	0	n	sd1	n	100	KCl
10.31	ORE	sd1	f	1	prob	0	1	1	0	1	1	0	n	sd1	n	100	KCl
10.31	ORE	sd1	f	2	prob	0	0	0	0	0	0	0	n	sd1	n	100	KCl
10.31	ORE	sd1	f	3	prob	0	1	0	0	1	0	0	n	sd1	n	100	KCl
10.31	ORE	sd1	f	4	prob	0	0	0	0	0	0	0	n	sd1	n	100	KCl
10.31	ORE	sd1	f	5	prob	0	1	0	0	0	0	0	n	sd1	n	100	KCl
10.31	ORE	sd1	m	1	prob	0	1	0	0	0	0	0	n	sd1	n	100	KCl
10.31	ORE	sd1	m	2	prob	0	1	0	0	1	0	1	n	sd1	n	100	KCl
10.31	ORE	sd1	m	3	prob	0	1	0	0	1	0	0	n	sd1	n	100	KCl
10.31	ORE	sd1	m	4	prob	0	1	0	0	1	0	0	n	sd1	n	100	KCl
10.31	ORE	sd1	m	5	prob	1	1	1	0	0	0	0	n	sd1	n	100	KCl
11.12	SAM	sd1	f	1	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
11.12	SAM	sd1	f	2	prob	0	1	1	0	1	0	0	y	sd1	n	100	KCl
11.12	SAM	sd1	f	3	prob	0	1	0	0	0	0	0	y	sd1	n	100	KCl
11.12	SAM	sd1	f	4	prob	0	1	0	0	1	0	0	y	sd1	n	100	KCl
11.12	SAM	sd1	f	5	prob	0	0	1	0	1	1	0	y	sd1	n	100	KCl
11.12	SAM	sd1	f	6	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
11.12	SAM	wt	f	1	prob	0	0	1	0	0	1	0	y	sd1	n	100	KCl
11.12	SAM	wt	f	2	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
11.12	SAM	wt	f	3	prob	1	0	0	0	0	0	0	y	sd1	n	100	KCl
11.12	SAM	wt	f	4	prob	0	1	1	1	1	1	1	y	sd1	n	100	KCl
11.12	SAM	wt	f	5	prob	0	0	0	0	0	0	1	y	sd1	n	100	KCl
11.12	SAM	wt	f	6	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
11.12	SAM	wt	m	1	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
11.12	SAM	wt	m	2	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
11.12	SAM	wt	m	3	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
11.12	SAM	wt	m	4	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
11.12	SAM	wt	m	5	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
11.12	SAM	wt	m	6	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
11.12	SAM	wt	m	7	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
11.12	SAM	wt	m	8	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
11.12	SAM	sd1	m	1	prob	0	1	0	0	0	0	0	y	sd1	n	100	KCl
11.12	SAM	sd1	m	2	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
11.12	SAM	sd1	m	3	prob	0	1	0	0	1	0	0	y	sd1	n	100	KCl
11.12	SAM	sd1	m	4	prob	1	1	0	0	0	0	0	y	sd1	n	100	KCl
11.12	SAM	sd1	m	5	prob	0	1	1	1	1	1	0	y	sd1	n	100	KCl
11.12	SAM	sd1	m	6	prob	0	1	0	0	0	0	0	y	sd1	n	100	KCl
11.12	SAM	sd1	m	7	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
11.12	ORE	wt	m	1	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
11.12	ORE	wt	m	2	prob	0	1	0	0	0	0	0	y	sd1	n	100	KCl
11.12	ORE	wt	m	3	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
11.12	ORE	wt	m	4	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
11.12	ORE	wt	m	5	prob	0	1	0	0	1	0	0	y	sd1	n	100	KCl
11.12	ORE	wt	m	6	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
11.12	ORE	sd1	m	1	prob	0	0	0	0	1	0	0	y	sd1	n	100	KCl
11.12	ORE	sd1	m	2	prob	0	0	0	0	0	0	0	y	sd1	n	100	KCl
11.12	ORE	sd1	m	3	prob	0	1	0	0	1	0	0	y	sd1	n	100	KCl
11.12	ORE	sd1	m	4	prob	0	1	1	0	1	1	0	y	sd1	n	100	KCl
11.12	ORE	sd1	m	5	prob	0	1	1	1	1	0	0	y	sd1	n	100	KCl
11.3	ORE	wt	m	1	prob	0	1	0	0	1	0	0	y	sd1	n	500	KCl
11.3	ORE	wt	m	2	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
11.3	ORE	sd1	m	1	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
11.3	ORE	sd1	m	2	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
11.3	ORE	wt	f	1	prob	0	1	0	0	1	0	0	y	sd1	n	500	KCl
11.3	ORE	wt	f	2	prob	0	1	0	0	0	0	0	y	sd1	n	500	KCl
11.3	ORE	wt	f	3	prob	0	0	0	0	1	0	0	y	sd1	n	500	KCl
11.3	ORE	sd1	f	1	prob	0	1	0	1	1	0	0	y	sd1	n	500	KCl
11.3	ORE	sd1	f	2	prob	0	1	0	0	1	1	0	y	sd1	n	500	KCl
11.3	ORE	sd1	f	3	prob	0	1	0	0	1	0	0	y	sd1	n	500	KCl
11.3	ORE	sd1	f	4	prob	1	0	0	0	0	0	0	y	sd1	n	500	KCl
11.3	ORE	sd1	f	5	prob	0	1	0	0	0	0	0	y	sd1	n	500	KCl
11.3	SAM	sd1	m	1	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
11.3	SAM	sd1	m	2	prob	0	1	0	0	0	0	0	y	sd1	n	500	KCl
11.3	SAM	sd1	m	3	prob	0	1	0	0	1	0	0	y	sd1	n	500	KCl
11.3	SAM	sd1	m	4	prob	1	1	1	1	1	1	1	y	sd1	n	500	KCl
11.3	SAM	wt	m	1	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
11.3	SAM	wt	m	2	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
11.3	SAM	wt	m	3	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
11.3	SAM	wt	m	4	prob	0	1	0	0	0	0	0	y	sd1	n	500	KCl
11.3	SAM	wt	m	5	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
11.3	SAM	sd1	f	1	prob	0	0	0	0	1	0	0	y	sd1	n	500	KCl
11.3	SAM	sd1	f	2	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
11.3	SAM	sd1	f	3	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
11.3	SAM	sd1	f	4	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
11.3	SAM	wt	f	1	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
11.3	SAM	wt	f	2	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
11.3	SAM	wt	f	3	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
11.3	SAM	wt	f	4	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
11.3	SAM	wt	f	5	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.4	ORE	wt	f	1	prob	0	1	1	0	1	1	1	n	sd1	n	500	KCl
12.4	ORE	wt	f	2	prob	0	0	0	0	1	0	0	n	sd1	n	500	KCl
12.4	ORE	wt	f	3	prob	0	1	0	0	1	0	0	n	sd1	n	500	KCl
12.4	ORE	wt	f	4	prob	0	1	0	0	1	0	0	n	sd1	n	500	KCl
12.4	ORE	wt	m	1	prob	0	1	0	0	0	0	0	n	sd1	n	500	KCl
12.4	ORE	wt	m	2	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.4	ORE	wt	m	3	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.4	ORE	wt	m	4	prob	0	1	0	0	1	0	0	n	sd1	n	500	KCl
12.4	ORE	sd1	f	1	prob	0	1	1	0	1	0	0	n	sd1	n	500	KCl
12.4	ORE	sd1	f	2	prob	0	1	1	1	1	0	0	n	sd1	n	500	KCl
12.4	ORE	sd1	f	3	prob	0	1	0	0	1	0	0	n	sd1	n	500	KCl
12.4	ORE	sd1	f	4	prob	0	1	0	0	1	0	0	n	sd1	n	500	KCl
12.4	ORE	sd1	f	5	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.4	ORE	sd1	f	6	prob	0	1	0	0	1	0	0	n	sd1	n	500	KCl
12.4	ORE	sd1	m	1	prob	0	1	0	0	1	1	0	n	sd1	n	500	KCl
12.4	ORE	sd1	m	2	prob	0	1	0	0	1	0	0	n	sd1	n	500	KCl
12.4	SAM	wt	f	1	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.4	SAM	wt	f	2	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.4	SAM	wt	f	3	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.4	SAM	wt	f	4	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.4	SAM	wt	f	5	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.4	SAM	wt	f	6	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.4	SAM	wt	f	7	prob	0	1	0	0	1	0	0	n	sd1	n	500	KCl
12.4	SAM	wt	m	1	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.4	SAM	wt	m	2	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.4	SAM	wt	m	3	prob	0	0	0	0	0	0	1	n	sd1	n	500	KCl
12.4	SAM	wt	m	4	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.4	SAM	wt	m	5	prob	0	0	0	0	1	0	0	n	sd1	n	500	KCl
12.4	SAM	wt	m	6	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.4	SAM	wt	m	7	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.4	SAM	sd1	f	1	prob	0	1	1	0	0	1	0	n	sd1	n	500	KCl
12.4	SAM	sd1	f	2	prob	0	1	0	0	1	0	0	n	sd1	n	500	KCl
12.4	SAM	sd1	f	3	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.4	SAM	sd1	f	4	prob	0	1	0	0	1	0	0	n	sd1	n	500	KCl
12.4	SAM	sd1	f	5	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.4	SAM	sd1	f	6	prob	0	1	0	0	0	0	0	n	sd1	n	500	KCl
12.4	SAM	sd1	f	7	prob	1	1	1	1	0	0	0	n	sd1	n	500	KCl
12.4	SAM	sd1	m	1	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.4	SAM	sd1	m	2	prob	0	1	1	1	1	1	1	n	sd1	n	500	KCl
12.4	SAM	sd1	m	3	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.4	SAM	sd1	m	4	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.4	SAM	sd1	m	5	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.5	SAM	sd1	m	1	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.5	SAM	sd1	m	2	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.5	SAM	sd1	m	3	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.5	ORE	wt	f	1	prob	0	0	0	0	1	0	0	y	sd1	n	500	KCl
12.5	ORE	wt	f	2	prob	0	1	0	0	1	0	0	y	sd1	n	500	KCl
12.5	ORE	wt	f	3	prob	0	1	0	0	0	0	0	y	sd1	n	500	KCl
12.5	ORE	wt	f	4	prob	0	1	0	0	1	0	0	y	sd1	n	500	KCl
12.5	ORE	wt	f	5	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.5	ORE	sd1	f	1	prob	0	1	0	0	0	0	0	y	sd1	n	500	KCl
12.5	ORE	sd1	f	2	prob	1	1	1	0	1	0	1	y	sd1	n	500	KCl
12.5	ORE	sd1	f	3	prob	0	0	0	0	1	0	0	y	sd1	n	500	KCl
12.5	ORE	sd1	f	4	prob	1	0	1	0	1	0	0	y	sd1	n	500	KCl
12.5	SAM	wt	m	1	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.5	SAM	wt	m	2	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.5	SAM	wt	m	3	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.5	SAM	wt	m	4	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.5	SAM	wt	m	5	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.5	SAM	sd1	f	1	prob	0	1	1	0	1	1	0	y	sd1	n	500	KCl
12.5	SAM	sd1	f	2	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.5	SAM	wt	f	1	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.5	SAM	wt	f	2	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.5	SAM	wt	f	3	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.5	SAM	wt	f	4	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.5	SAM	wt	f	5	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.7	ORE	sd1	f	1	prob	0	0	0	0	1	0	0	n	sd1	n	500	KCl
12.7	ORE	sd1	f	2	prob	0	0	0	1	0	0	0	n	sd1	n	500	KCl
12.7	ORE	sd1	f	3	prob	0	0	0	1	1	0	0	n	sd1	n	500	KCl
12.7	ORE	sd1	f	4	prob	1	1	0	1	1	0	0	n	sd1	n	500	KCl
12.7	ORE	sd1	f	5	prob	1	1	1	1	1	1	1	n	sd1	n	500	KCl
12.7	ORE	sd1	f	6	prob	0	1	0	0	1	0	0	n	sd1	n	500	KCl
12.7	ORE	sd1	f	7	prob	0	1	0	0	1	0	0	n	sd1	n	500	KCl
12.7	ORE	wt	f	1	prob	0	1	0	0	1	1	0	n	sd1	n	500	KCl
12.7	ORE	wt	f	2	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.7	ORE	wt	f	3	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.7	ORE	wt	f	4	prob	0	1	0	0	1	0	0	n	sd1	n	500	KCl
12.7	ORE	wt	f	5	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.7	ORE	wt	f	6	prob	0	1	0	0	1	0	0	n	sd1	n	500	KCl
12.7	ORE	wt	f	7	prob	0	0	0	0	1	1	0	n	sd1	n	500	KCl
12.7	SAM	wt	f	1	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.7	SAM	wt	f	2	prob	0	1	0	0	0	0	0	n	sd1	n	500	KCl
12.7	SAM	wt	f	3	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.7	SAM	wt	f	4	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.7	SAM	wt	f	5	prob	0	0	0	0	1	0	0	n	sd1	n	500	KCl
12.7	SAM	wt	f	6	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.7	SAM	sd1	f	1	prob	0	0	0	0	1	0	0	n	sd1	n	500	KCl
12.7	SAM	sd1	f	2	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.7	SAM	sd1	f	3	prob	0	0	0	0	1	0	0	n	sd1	n	500	KCl
12.7	SAM	sd1	f	4	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.7	SAM	sd1	f	5	prob	1	1	1	1	1	1	1	n	sd1	n	500	KCl
12.7	SAM	sd1	f	6	prob	0	1	0	0	0	0	0	n	sd1	n	500	KCl
12.7	SAM	wt	m	1	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.7	SAM	wt	m	2	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.7	SAM	wt	m	3	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.7	SAM	wt	m	4	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.7	SAM	wt	m	5	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.7	SAM	wt	m	6	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.7	SAM	sd1	m	1	prob	0	0	0	0	1	0	0	n	sd1	n	500	KCl
12.7	SAM	sd1	m	2	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.7	SAM	sd1	m	3	prob	0	1	1	0	1	1	0	n	sd1	n	500	KCl
12.7	SAM	sd1	m	4	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.7	SAM	sd1	m	5	prob	1	1	0	1	1	0	1	n	sd1	n	500	KCl
12.7	SAM	sd1	m	6	prob	0	0	0	0	0	0	0	n	sd1	n	500	KCl
12.11	ORE	wt	f	1	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.11	ORE	wt	f	2	prob	1	1	1	0	1	0	0	y	sd1	n	500	KCl
12.11	ORE	sd1	f	1	prob	1	1	1	0	0	0	1	y	sd1	n	500	KCl
12.11	ORE	sd1	f	2	prob	0	1	0	0	0	1	0	y	sd1	n	500	KCl
12.11	ORE	sd1	f	3	prob	0	0	0	1	0	0	0	y	sd1	n	500	KCl
12.11	ORE	sd1	f	4	prob	0	1	0	0	0	0	0	y	sd1	n	500	KCl
12.11	ORE	sd1	m	1	prob	0	1	1	0	1	0	1	y	sd1	n	500	KCl
12.11	ORE	sd1	m	2	prob	0	0	0	0	1	0	0	y	sd1	n	500	KCl
12.11	ORE	sd1	m	3	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.11	ORE	sd1	m	4	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.11	ORE	wt	m	1	prob	0	1	0	0	0	0	0	y	sd1	n	500	KCl
12.11	ORE	wt	m	2	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.11	ORE	wt	m	3	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.11	ORE	wt	m	4	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.11	SAM	wt	f	1	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.11	SAM	wt	f	2	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.11	SAM	wt	f	3	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.11	SAM	wt	f	4	prob	0	1	0	0	1	1	0	y	sd1	n	500	KCl
12.11	SAM	wt	f	5	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.11	SAM	wt	m	1	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.11	SAM	wt	m	2	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.11	SAM	wt	m	3	prob	0	0	1	0	0	0	0	y	sd1	n	500	KCl
12.11	SAM	wt	m	4	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.11	SAM	wt	m	5	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.11	SAM	sd1	m	1	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.11	SAM	sd1	m	2	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.11	SAM	sd1	m	3	prob	1	1	0	1	1	1	0	y	sd1	n	500	KCl
12.11	SAM	sd1	m	4	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.11	SAM	sd1	m	5	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.11	SAM	sd1	f	1	prob	0	0	1	0	1	1	0	y	sd1	n	500	KCl
12.11	SAM	sd1	f	2	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.11	SAM	sd1	f	3	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.11	SAM	sd1	f	4	prob	1	1	1	0	1	1	1	y	sd1	n	500	KCl
12.18	ORE	wt	f	1	prob	0	1	0	0	0	0	0	y	sd1	n	500	KCl
12.18	ORE	wt	f	2	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.18	ORE	wt	f	3	prob	0	0	0	0	0	0	0	y	sd1	n	500	KCl
12.18	ORE	wt	f	4	prob	0	1	0	1	0	0	0	y	sd1	n	500	KCl
12.18	ORE	wt	f	5	prob	0	1	0	0	1	0	0	y	sd1	n	500	KCl
12.18	ORE	wt	f	6	prob	0	1	0	0	1	1	0	y	sd1	n	500	KCl
12.18	ORE	wt	f	7	prob	1	1	0	0	0	0	0	y	sd1	n	500	KCl
